N,H,group,blocks,mean_n1=0.1,mean_n1=0.2,mean_n1=0.3,mean_n1=0.4,Page_L,Page_z,Page_p,d(0.2-0.1),t(0.2>0.1),p_t(0.2>0.1),p_W(0.2>0.1),win%(0.2>0.1),d(0.3-0.2),t(0.3>0.2),p_t(0.3>0.2),p_W(0.3>0.2),win%(0.3>0.2),d(0.4-0.3),t(0.4>0.3),p_t(0.4>0.3),p_W(0.4>0.3),win%(0.4>0.3),d(0.4-0.1),t(0.4>0.1),p_t(0.4>0.1),p_W(0.4>0.1),win%(0.4>0.1)
30,126,"30 inds, H=126",752,0.041184786665055186,0.04307814977042615,0.04495232815772513,0.044396386655825286,19246.5,5.6403124913430105,8.487091263543918e-09,0.0018933631053709603,2.6213069856907927,0.0044682897504244356,0.00304617142748832,52.659574468085104,0.001874178387298982,2.314883421847334,0.010444042341491842,0.0032707736923341113,53.98936170212766,-0.0005559415018998404,-0.5728759729763563,0.7165499258479171,0.2890578676226496,53.058510638297875,0.0032115999907701017,3.983918641764609,3.719490476430672e-05,1.1626456132070267e-05,57.84574468085106
30,252,"30 inds, H=252",696,0.04118488241393847,0.04252326798868826,0.044006642465005984,0.04547500552511881,17811.0,5.396694390534597,3.3939931175999066e-08,0.0013383855747497887,2.2336154376681576,0.012912906457114279,0.0030095376966088835,54.310344827586206,0.001483374476317723,2.0408161676697967,0.02082321542838462,0.07363757637362776,51.00574712643679,0.0014683630601128284,1.6645817198451136,0.048223480024171046,0.07477539276586864,52.29885057471264,0.00429012311118034,5.0060910649049335,3.5238627834823954e-07,4.535540513978387e-08,58.620689655172406
