N,H,n1,mean_M_real,median_M_real,p90_M_real,violation_rate,windows
30,126,0.1,0.04097626701669586,0.029465848580002785,0.07679027765989305,0.06015037593984962,665
30,126,0.2,0.04357659023857318,0.03135574236512184,0.08171063959598542,0.012030075187969926,665
30,126,0.3,0.04530567935758963,0.032296355813741684,0.08897049874067309,0.004511278195488722,665
30,126,0.4,0.04457737008823936,0.03209376707673073,0.08405041843652732,0.0015037593984962407,665
30,252,0.1,0.04022103378843058,0.028664931654930115,0.0780411884188652,0.05169340463458111,561
30,252,0.2,0.04227742580647137,0.02881421335041523,0.07894422858953476,0.0142602495543672,561
30,252,0.3,0.043403144655649595,0.030653897672891617,0.08253423124551773,0.0053475935828877,561
30,252,0.4,0.04412860261009086,0.030566593632102013,0.0889015719294548,0.0,561
