H,tc_bps,group,label,Ann.Ret(%),Sharpe,CVaR(5%)(%),MDD(%),MDD_abs(%),Calmar,HHI,Turnover
252,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",10.67,0.6314,2.78,33.02,35.95,0.3231,0.3748,1.0002
252,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",-1.0,0.0863,3.89,71.77,114.89,-0.0139,0.8996,0.0243
252,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",3.97,0.2835,3.67,60.53,84.54,0.0657,0.9263,0.0251
252,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",3.56,0.2666,3.68,62.05,88.14,0.0573,0.9015,0.0305
252,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",-0.26,0.1131,3.86,70.48,111.06,-0.0037,0.9377,0.0243
252,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",-9.73,-0.1333,5.12,87.93,183.7,-0.1106,0.9443,0.027
252,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",-8.91,-0.0802,5.39,88.33,186.66,-0.1009,0.9628,0.0265
252,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",-9.19,-0.0935,5.34,88.33,186.27,-0.1041,0.9569,0.0268
252,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",-9.65,-0.1162,5.25,88.33,185.66,-0.1092,0.9496,0.0272
252,5,PTO-MVO,PTO-MVO (LB=252),5.55,0.3984,2.54,37.66,40.85,0.1473,0.1225,0.1347
252,5,PTO-MVO,PTO-MVO (LB=504),4.62,0.3436,2.59,39.26,42.98,0.1176,0.1216,0.0823
252,5,DFL-MVO,DFL-MVO (LB=252),12.43,0.6307,3.29,43.7,49.59,0.2845,1.0,0.4651
252,5,DFL-MVO,DFL-MVO (LB=504),11.91,0.5313,4.18,50.64,60.12,0.2351,0.997,0.8297
252,5,Benchmark,EW,9.56,0.531,3.15,42.38,47.66,0.2255,0.0333,0.0362
252,5,Benchmark,GMV (LB=252),6.31,0.4463,2.51,35.43,38.36,0.178,0.1154,0.1335
252,5,Benchmark,hist-MVO (LB=252),10.46,0.611,2.91,35.32,38.37,0.2963,0.1667,0.4157
252,5,Benchmark,GMV (LB=504),5.4,0.3912,2.55,36.34,39.41,0.1487,0.1171,0.0833
252,5,Benchmark,hist-MVO (LB=504),6.8,0.4463,2.81,34.71,37.7,0.1958,0.1419,0.2349
252,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",6.49,0.4314,2.68,33.24,35.65,0.1954,0.2027,0.6624
252,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",6.51,0.4373,2.65,34.09,37.7,0.1908,0.29,0.7733
252,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",6.8,0.4226,3.04,35.41,38.21,0.192,0.317,0.8396
252,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",5.09,0.3445,2.98,39.86,45.88,0.1276,0.4488,0.8941
252,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",6.91,0.4413,2.85,43.21,48.14,0.16,0.1683,0.7845
252,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",5.65,0.4038,2.56,28.68,30.81,0.1971,0.2851,0.7649
252,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",9.25,0.5766,2.59,31.9,34.62,0.2901,0.337,0.9051
252,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",10.01,0.6001,2.79,33.11,36.07,0.3024,0.3748,1.0002
252,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",-1.01,0.0857,3.89,71.79,114.96,-0.0141,0.8996,0.0243
252,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",3.96,0.2828,3.67,60.57,84.65,0.0654,0.9263,0.0251
252,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",3.54,0.2658,3.68,62.09,88.25,0.057,0.9015,0.0305
252,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",-0.27,0.1125,3.86,70.5,111.16,-0.0039,0.9377,0.0243
252,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",-9.74,-0.1338,5.12,87.93,183.71,-0.1108,0.9443,0.027
252,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",-8.93,-0.0806,5.39,88.33,186.66,-0.1011,0.9628,0.0265
252,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",-9.21,-0.0939,5.34,88.33,186.27,-0.1042,0.9569,0.0268
252,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",-9.66,-0.1166,5.25,88.33,185.66,-0.1094,0.9496,0.0272
252,10,PTO-MVO,PTO-MVO (LB=252),5.46,0.3938,2.54,37.68,40.87,0.145,0.1225,0.1347
252,10,PTO-MVO,PTO-MVO (LB=504),4.57,0.3409,2.59,39.27,42.99,0.1163,0.1216,0.0823
252,10,DFL-MVO,DFL-MVO (LB=252),12.12,0.6186,3.29,43.76,49.68,0.2771,1.0,0.4651
252,10,DFL-MVO,DFL-MVO (LB=504),11.36,0.5144,4.18,50.92,60.4,0.223,0.997,0.8297
252,10,Benchmark,EW,9.53,0.53,3.15,42.39,47.67,0.2249,0.0333,0.0362
252,10,Benchmark,GMV (LB=252),6.22,0.4416,2.51,35.44,38.37,0.1756,0.1154,0.1335
252,10,Benchmark,hist-MVO (LB=252),10.19,0.5983,2.91,35.33,38.38,0.2884,0.1667,0.4157
252,10,Benchmark,GMV (LB=504),5.35,0.3884,2.55,36.34,39.42,0.1473,0.1171,0.0833
252,10,Benchmark,hist-MVO (LB=504),6.65,0.4388,2.81,34.72,37.71,0.1915,0.1419,0.2349
252,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",5.66,0.3891,2.68,33.27,35.69,0.1701,0.2027,0.6624
252,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",5.53,0.3869,2.65,34.37,38.08,0.161,0.29,0.7733
252,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",5.74,0.3742,3.04,35.46,38.25,0.1619,0.317,0.8396
252,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",3.97,0.2927,2.99,40.33,46.3,0.0986,0.4488,0.8941
252,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",5.92,0.3934,2.86,43.43,48.46,0.1363,0.1683,0.7845
252,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",4.7,0.3515,2.56,30.26,30.89,0.1552,0.2851,0.7649
252,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",8.08,0.5176,2.59,32.01,34.73,0.2526,0.337,0.9051
252,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",8.71,0.5371,2.79,33.3,36.33,0.2617,0.3748,1.0002
252,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",-1.04,0.0845,3.89,71.83,115.11,-0.0145,0.8996,0.0243
252,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",3.93,0.2816,3.67,60.66,84.87,0.0648,0.9263,0.0251
252,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",3.5,0.2643,3.68,62.17,88.47,0.0563,0.9015,0.0305
252,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",-0.3,0.1113,3.86,70.56,111.36,-0.0043,0.9377,0.0243
252,20,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",-9.77,-0.1347,5.12,87.94,183.71,-0.1111,0.9443,0.027
252,20,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",-8.96,-0.0815,5.39,88.33,186.66,-0.1014,0.9628,0.0265
252,20,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",-9.23,-0.0948,5.34,88.33,186.28,-0.1045,0.9569,0.0268
252,20,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",-9.69,-0.1176,5.25,88.33,185.66,-0.1097,0.9496,0.0272
252,20,PTO-MVO,PTO-MVO (LB=252),5.3,0.3846,2.54,37.71,40.91,0.1404,0.1225,0.1347
252,20,PTO-MVO,PTO-MVO (LB=504),4.46,0.3354,2.59,39.28,43.01,0.1136,0.1216,0.0823
252,20,DFL-MVO,DFL-MVO (LB=252),11.51,0.5942,3.3,43.87,49.87,0.2623,1.0,0.4651
252,20,DFL-MVO,DFL-MVO (LB=504),10.26,0.4806,4.18,51.51,61.48,0.1993,0.997,0.8297
252,20,Benchmark,EW,9.49,0.5281,3.15,42.39,47.68,0.2238,0.0333,0.0362
252,20,Benchmark,GMV (LB=252),6.05,0.4323,2.51,35.46,38.39,0.1708,0.1154,0.1335
252,20,Benchmark,hist-MVO (LB=252),9.65,0.5729,2.91,35.37,38.42,0.2728,0.1667,0.4157
252,20,Benchmark,GMV (LB=504),5.25,0.3827,2.55,36.35,39.43,0.1444,0.1171,0.0833
252,20,Benchmark,hist-MVO (LB=504),6.35,0.4239,2.81,34.73,37.73,0.1828,0.1419,0.2349
252,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",4.01,0.3044,2.69,33.35,35.76,0.1202,0.2027,0.6624
252,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",3.61,0.2859,2.66,36.55,38.84,0.0987,0.29,0.7733
252,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",3.65,0.2772,3.05,35.54,38.32,0.1027,0.317,0.8396
252,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",1.79,0.1888,2.99,41.27,47.24,0.0433,0.4488,0.8941
252,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",3.96,0.2974,2.86,43.85,49.09,0.0904,0.1683,0.7845
252,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",2.81,0.2466,2.57,33.4,34.55,0.0841,0.2851,0.7649
252,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",5.78,0.3993,2.6,32.23,34.95,0.1794,0.337,0.9051
252,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",6.16,0.4108,2.8,33.67,36.85,0.1828,0.3748,1.0002
252,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",-1.1,0.0822,3.89,71.91,115.4,-0.0153,0.8996,0.0243
252,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",3.87,0.2791,3.67,60.83,85.32,0.0636,0.9263,0.0251
252,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",3.43,0.2613,3.68,62.34,88.92,0.055,0.9015,0.0305
252,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",-0.36,0.109,3.86,70.68,111.75,-0.0051,0.9377,0.0243
252,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",-9.83,-0.1366,5.12,87.94,183.73,-0.1118,0.9443,0.027
252,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",-9.01,-0.0832,5.39,88.33,186.66,-0.102,0.9628,0.0265
252,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",-9.29,-0.0966,5.34,88.33,186.29,-0.1052,0.9569,0.0268
252,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",-9.75,-0.1194,5.25,88.33,185.66,-0.1104,0.9496,0.0272
252,40,PTO-MVO,PTO-MVO (LB=252),4.96,0.3663,2.54,37.78,41.0,0.1313,0.1225,0.1347
252,40,PTO-MVO,PTO-MVO (LB=504),4.26,0.3244,2.59,39.31,43.05,0.1083,0.1216,0.0823
252,40,DFL-MVO,DFL-MVO (LB=252),10.27,0.5452,3.31,44.09,50.24,0.233,1.0,0.4651
252,40,DFL-MVO,DFL-MVO (LB=504),8.1,0.4125,4.19,52.66,63.66,0.1538,0.997,0.8297
252,40,Benchmark,EW,9.39,0.5241,3.15,42.41,47.7,0.2215,0.0333,0.0362
252,40,Benchmark,GMV (LB=252),5.72,0.4136,2.51,35.49,38.41,0.1612,0.1154,0.1335
252,40,Benchmark,hist-MVO (LB=252),8.57,0.5219,2.92,35.43,38.48,0.2419,0.1667,0.4157
252,40,Benchmark,GMV (LB=504),5.04,0.3713,2.55,36.37,39.44,0.1386,0.1171,0.0833
252,40,Benchmark,hist-MVO (LB=504),5.76,0.394,2.81,34.77,37.76,0.1656,0.1419,0.2349
