λ,LB,n1,tc_bps,label,Ann.Ret,Sharpe,CVaR(5%),MDD,MDD_abs,Calmar,HHI,Turnover
0.5,504,0.1,5,"DFL-MDD (LB=504, n1=0.1)",0.07681237608035052,0.48159230465001,0.028166939716994084,0.3909739390136972,0.42299881988119814,0.19646418442742572,0.24127503355011518,0.8097650685903074
0.5,504,0.1,10,"DFL-MDD (LB=504, n1=0.1)",0.07164515848851583,0.4565451255603502,0.02819022443395666,0.3912032585352043,0.42322656794277813,0.18314049514430217,0.24127503355011518,0.8097650685903074
0.5,504,0.1,20,"DFL-MDD (LB=504, n1=0.1)",0.06137803655010843,0.40639340278708996,0.028236793867879518,0.39166189757820735,0.42368206406593845,0.15671178869826427,0.24127503355011518,0.8097650685903074
0.5,504,0.1,40,"DFL-MDD (LB=504, n1=0.1)",0.04111059840664577,0.3059799520501322,0.028362723354129128,0.392579175664167,0.42459305631225863,0.10471925396099467,0.24127503355011518,0.8097650685903074
0.5,504,0.2,0,"DFL-MDD (LB=504, n1=0.2)",0.06190591130357337,0.4161000155800247,0.027469104633315658,0.3280325546356155,0.36189667491340294,0.18871880369760158,0.3892720668829329,0.8418127776356471
0.5,504,0.2,5,"DFL-MDD (LB=504, n1=0.2)",0.056611201532810185,0.38919997824007185,0.027486002422345234,0.32910304066782525,0.3633867972498248,0.17201664682505352,0.3892720668829329,0.8418127776356471
0.5,504,0.2,10,"DFL-MDD (LB=504, n1=0.2)",0.0513400040150902,0.36227140911107186,0.027502900211373825,0.3301726481044023,0.3648769195862466,0.15549441873606315,0.3892720668829329,0.8418127776356471
0.5,504,0.2,20,"DFL-MDD (LB=504, n1=0.2)",0.04086777755261606,0.30835348303576426,0.02753669578942795,0.33230922816172725,0.36785716425909043,0.1229811695762735,0.3892720668829329,0.8418127776356471
0.5,504,0.2,40,"DFL-MDD (LB=504, n1=0.2)",0.020201439189348802,0.2004483849392089,0.02763242835969703,0.3621919836285247,0.387142408319528,0.055775500554673986,0.3892720668829329,0.8418127776356471
0.5,504,0.3,0,"DFL-MDD (LB=504, n1=0.3)",0.11852160132693368,0.6939393423505771,0.026781003234616806,0.3253807641231132,0.3543500080678814,0.36425509544154727,0.5062806129556029,0.8838446791910172
0.5,504,0.3,5,"DFL-MDD (LB=504, n1=0.3)",0.11266675288694539,0.6657577657544743,0.026797233081084636,0.3257789886122738,0.35470011101457943,0.3458379968956563,0.5062806129556029,0.8838446791910172
0.5,504,0.3,10,"DFL-MDD (LB=504, n1=0.3)",0.10683912131604223,0.6375260722535786,0.026815845136516542,0.32617721310143094,0.35505021396127734,0.32754931059535314,0.5062806129556029,0.8838446791910172
0.5,504,0.3,20,"DFL-MDD (LB=504, n1=0.3)",0.09526506356978626,0.5809415518321911,0.02686566516504365,0.3269736620797356,0.35575041985467315,0.2913539363834741,0.5062806129556029,0.8838446791910172
0.5,504,0.3,40,"DFL-MDD (LB=504, n1=0.3)",0.07243867535658155,0.4674933055284221,0.027052450057119714,0.3315316210365374,0.361390903601318,0.21849703237432225,0.5062806129556029,0.8838446791910172
0.5,504,0.4,0,"DFL-MDD (LB=504, n1=0.4)",0.11468079373531626,0.6430024371211467,0.02771728046309812,0.3400088483137812,0.3662412970276916,0.33728767433650125,0.5146132933843822,0.9301001424586256
0.5,504,0.4,5,"DFL-MDD (LB=504, n1=0.4)",0.10854142741725226,0.6153014027273925,0.027728302719477932,0.34017920660675116,0.366395919370585,0.3190713167569338,0.5146132933843822,0.9301001424586256
0.5,504,0.4,10,"DFL-MDD (LB=504, n1=0.4)",0.10243206656310977,0.5875589639354558,0.027739324975856867,0.3403495648997163,0.3665505417134787,0.3009613559024092,0.5146132933843822,0.9301001424586256
