lam,LB,n1,tc_bps,label,Ann.Ret,Sharpe,CVaR(5%),MDD,MDD_abs,Calmar,HHI,Turnover
0.5,1260,0.2,10,"DFL-MDD (LB=1260, n1=0.2)",0.06362176006973552,0.44779055511702437,0.02456919868072348,0.3148483294065758,0.34094630096705336,0.20207113745669958,0.43861473514783017,0.5592626899847378
0.5,1260,0.2,20,"DFL-MDD (LB=1260, n1=0.2)",0.05657452639649008,0.4086342991738148,0.024598803661248364,0.3159454932497548,0.34242226579491397,0.17906419805729437,0.43861473514783017,0.5592626899847378
0.5,1260,0.2,40,"DFL-MDD (LB=1260, n1=0.2)",0.0426031276554697,0.330231732473998,0.024675613975416667,0.31813686272113895,0.34537419545063486,0.13391446460393927,0.43861473514783017,0.5592626899847378
0.5,1260,0.3,0,"DFL-MDD (LB=1260, n1=0.3)",0.07760573394877923,0.5275555443169017,0.02472411213555918,0.31479667475713063,0.33842864145253665,0.24652653648263698,0.5725793165160311,0.5837884766160422
0.5,1260,0.3,5,"DFL-MDD (LB=1260, n1=0.3)",0.07387687689981437,0.5070258562724608,0.02473470887019972,0.3150248151552023,0.3386742424076067,0.23451129346736238,0.5725793165160311,0.5837884766160422
0.5,1260,0.3,10,"DFL-MDD (LB=1260, n1=0.3)",0.07015910294624272,0.4864659382633767,0.024745305604839975,0.31525295555327326,0.33891984336267666,0.2225485968905753,0.5725793165160311,0.5837884766160422
0.5,1260,0.3,20,"DFL-MDD (LB=1260, n1=0.3)",0.06275669250289706,0.44526973858453056,0.024771931249833352,0.31578513022964644,0.3394127850598966,0.1987322596139523,0.5725793165160311,0.5837884766160422
0.5,1260,0.3,40,"DFL-MDD (LB=1260, n1=0.3)",0.04808364200915194,0.3626727258256411,0.024866411837933193,0.31695862631570104,0.34078148663241625,0.15170321298051295,0.5725793165160311,0.5837884766160422
0.5,1260,0.4,0,"DFL-MDD (LB=1260, n1=0.4)",0.09851794259315327,0.6116548521348124,0.02632719456181267,0.36115181200230934,0.39527127968899445,0.27278817187616516,0.6079114927886632,0.7458545906255105
0.5,1260,0.4,5,"DFL-MDD (LB=1260, n1=0.4)",0.09366349457986356,0.5870733758931681,0.026340260093835794,0.36190393804461274,0.3963684306703842,0.2588076135895396,0.6079114927886632,0.7458545906255105
0.5,1260,0.4,10,"DFL-MDD (LB=1260, n1=0.4)",0.08882753052748948,0.5624484493152065,0.026353325625858504,0.36265582752151193,0.3974655816517737,0.24493617298270717,0.6079114927886632,0.7458545906255105
0.5,1260,0.4,20,"DFL-MDD (LB=1260, n1=0.4)",0.0792108155246598,0.513092386674713,0.02639207510335211,0.36415889689672903,0.3996598836145532,0.21751717774280083,0.6079114927886632,0.7458545906255105
0.5,1260,0.4,40,"DFL-MDD (LB=1260, n1=0.4)",0.06019657544248891,0.41412519079452353,0.02650497697167157,0.3671621981562467,0.4040484875401116,0.16395090706063653,0.6079114927886632,0.7458545906255105
0.7,252,0.1,0,"DFL-MDD (LB=252, n1=0.1)",0.09404595041178454,0.6104486308717075,0.024906462751820922,0.3216079157810146,0.3494925267323311,0.292424240100417,0.33406186052547654,0.5206041178709996
0.7,252,0.1,5,"DFL-MDD (LB=252, n1=0.1)",0.09066947571501283,0.5924789238148285,0.02491588730132696,0.32274697112065476,0.3510150902421417,0.2809305239088492,0.33406186052547654,0.5206041178709996
0.7,252,0.1,10,"DFL-MDD (LB=252, n1=0.1)",0.08730210504147062,0.5744806705778759,0.02492531185083271,0.32388476755622775,0.352537653751952,0.26954680725872643,0.33406186052547654,0.5206041178709996
0.7,252,0.1,20,"DFL-MDD (LB=252, n1=0.1)",0.08059459131231472,0.5384071181849109,0.024944160949843357,0.3261565864676293,0.3555827807715729,0.24710398204882872,0.33406186052547654,0.5206041178709996
0.7,252,0.1,40,"DFL-MDD (LB=252, n1=0.1)",0.06728788547508846,0.4660125065739615,0.0249924329460908,0.3306851477186546,0.3616730348108148,0.20348021651092918,0.33406186052547654,0.5206041178709996
0.7,252,0.2,0,"DFL-MDD (LB=252, n1=0.2)",0.05817212254162518,0.3992988643155354,0.027251043977834587,0.36421882422746876,0.39758944887397274,0.15971750677368254,0.47964729138098794,0.5022343279070618
0.7,252,0.2,5,"DFL-MDD (LB=252, n1=0.2)",0.055021441338931165,0.3831039587560598,0.027270560399227504,0.36440994222201173,0.3977429795991655,0.150987761169017,0.47964729138098794,0.5022343279070618
0.7,252,0.2,10,"DFL-MDD (LB=252, n1=0.2)",0.05187894515062341,0.3668976813617604,0.027290076820619975,0.36480758036028677,0.39817172182379845,0.14220906562623084,0.47964729138098794,0.5022343279070618
