Model,lam,Lookback,n1,Ann.Ret,Sharpe,CVaR(5%),MDD,Calmar,HHI
DFL-MDD,0.7,252,0.1,0.02411943257632032,0.22004807693042733,0.027537756195167455,0.38934158974519517,0.06194928362497921,0.25044172368151074
DFL-MDD,0.7,252,0.2,0.0635256244282485,0.43012388772422927,0.02622020770990898,0.36423073841748865,0.1744103880051801,0.4046987964117781
DFL-MDD,0.7,252,0.3,0.03970087393777777,0.2825913300228553,0.032397714493132855,0.48869248609947613,0.08123896941106751,0.5118852406740189
DFL-MDD,0.7,252,0.4,0.04644881887306451,0.33655922612748984,0.026746587670583823,0.3431574036447391,0.13535718118329135,0.6062510435251479
DFL-MDD,0.7,504,0.1,0.06190860166590606,0.4036007387087332,0.028076359002089695,0.42269219234703603,0.14646260984265352,0.2526484836447746
DFL-MDD,0.7,504,0.2,0.06617685635506243,0.42662437037753387,0.028131786382597185,0.3982054958075951,0.16618770216677015,0.39738967824489513
DFL-MDD,0.7,504,0.3,-0.0072630079123732205,0.06086118018646315,0.02825726259569667,0.4331158910684702,-0.01676920210149507,0.41247092995871887
DFL-MDD,0.7,504,0.4,0.0684388270259022,0.41780679495810924,0.03179016291816985,0.3613548907061013,0.18939504837814874,0.6177270058938797
PTO-MDD,,252,0.1,0.08951417653118576,0.4939798337721613,0.03430618196051545,0.5289242594261425,0.16923817525666252,0.861633098339695
PTO-MDD,,252,0.2,0.09195970704128786,0.5058641705711823,0.03391620713398144,0.5126744393551924,0.1793725217489122,0.8801015371214577
PTO-MDD,,252,0.3,0.08420943956556304,0.4708191464517261,0.03473440822725074,0.4416739059488573,0.1906597569208626,0.8808997470954941
PTO-MDD,,252,0.4,0.07286793787635593,0.42859333714997144,0.033711190108268285,0.4771676713870659,0.1527092932538098,0.887812265475771
PTO-MDD,,504,0.1,0.022484935020411267,0.21409287378119293,0.03824727077253559,0.7001055945748115,0.03211649098569935,0.8499683797291809
PTO-MDD,,504,0.2,-0.03719057641334178,-0.009899690596857426,0.04264024026424179,0.8188485441746918,-0.04541813827889739,0.9010739216308322
PTO-MDD,,504,0.3,-0.0016600018112200576,0.1157114066973353,0.038806083384653654,0.7486185476925726,-0.002217420094806429,0.8173732064302818
PTO-MDD,,504,0.4,-0.0038789944039333557,0.11458545057029093,0.03973962554242046,0.7552805483220311,-0.005135832522150266,0.8404975283827593
PTO-MVO,,252,,0.05832339267035014,0.41478294069348276,0.025368081769841094,0.37850020625445663,0.15409078169889195,0.12236368545398549
PTO-MVO,,504,,0.05527431398231952,0.3943790037416753,0.02564661011784399,0.3892742040136352,0.1419932618144512,0.1188185177659198
