Model,lam,Lookback,n1,Ann.Ret,Sharpe,CVaR(5%),MDD,Calmar,HHI
DFL-MDD,0.3,252,0.1,0.0740214578658771,0.4910520893857757,0.025797749199131016,0.34458491960870236,2.1753249259899765,0.30887181517925666
DFL-MDD,0.3,252,0.2,0.04397390875175766,0.3222213883913737,0.027394124763923135,0.341529092091288,1.1737920620744737,0.5095432261203198
DFL-MDD,0.3,252,0.3,0.04147660442337964,0.315764487561787,0.025948203211844923,0.3142069644598866,1.192995849371134,0.6018722120751726
DFL-MDD,0.3,252,0.4,0.022226273370546723,0.2087254968036915,0.02921737319202222,0.4911130925854603,0.3826295443560908,0.6714187350044859
DFL-MDD,0.3,504,0.1,0.0560173472603529,0.39818934186222976,0.025513918041823482,0.31498600561743073,1.6908062869899751,0.28053971451330695
DFL-MDD,0.3,504,0.2,0.0011778614148716393,0.09790619229356465,0.027143654235271725,0.3547600889811404,0.026112850945035168,0.40952173446087126
DFL-MDD,0.3,504,0.3,0.05102906956999931,0.33663048867606504,0.029906571814929415,0.4765681495940261,1.000441445173631,0.5227352656582569
DFL-MDD,0.3,504,0.4,0.014606593108558164,0.17115081492504536,0.02706410984634728,0.35915918933466756,0.3349309526327805,0.706155742102481
PTO-MDD,,252,0.1,0.08951417653118576,0.4939798337721613,0.03430618196051545,0.5289242594261425,1.8099017354582916,0.861633098339695
PTO-MDD,,252,0.2,0.09195970704128786,0.5058641705711823,0.03391620713398144,0.5126744393551924,1.9349136148225607,0.8801015371214577
PTO-MDD,,252,0.3,0.08420943956556304,0.4708191464517261,0.03473440822725074,0.4416739059488573,2.0012053266138867,0.8808997470954941
PTO-MDD,,252,0.4,0.07286793787635593,0.42859333714997144,0.033711190108268285,0.4771676713870659,1.5401683551579246,0.887812265475771
PTO-MDD,,504,0.1,0.022484935020411267,0.21409287378119293,0.03824727077253559,0.7001055945748115,0.27177473638221755,0.8499683797291809
PTO-MDD,,504,0.2,-0.03719057641334178,-0.009899690596857426,0.04264024026424179,0.8188485441746918,-0.3136942073955422,0.9010739216308322
PTO-MDD,,504,0.3,-0.0016600018112200576,0.1157114066973353,0.038806083384653654,0.7486185476925726,-0.017271592322340962,0.8173732064302818
PTO-MDD,,504,0.4,-0.0038789944039333557,0.11458545057029093,0.03973962554242046,0.7552805483220311,-0.03970150425301784,0.8404975283827593
PTO-MVO,,252,,0.05832339267035014,0.41478294069348276,0.025368081769841094,0.37850020625445663,1.4768625076270792,0.12236368545398549
PTO-MVO,,504,,0.05527431398231952,0.3943790037416753,0.02564661011784399,0.3892742040136352,1.3464891936093417,0.1188185177659198
