Model,lam,Lookback,n1,Ann.Ret,Sharpe,CVaR(5%),MDD,Calmar,HHI
DFL-MDD,0.7,252,0.1,0.046722738468829794,0.3340110757996517,0.02744578088646128,0.35761428240403037,1.2025229053332072,0.25044172368151074
DFL-MDD,0.7,252,0.2,0.08418860494026559,0.5364369509718784,0.0260269366120206,0.36210783334089036,2.4401477474975573,0.4046987964117781
DFL-MDD,0.7,252,0.3,0.06321152477456815,0.37858819883809,0.03225858814606686,0.48749321920145366,1.2642136944064208,0.5118852406740189
DFL-MDD,0.7,252,0.4,0.06704896358619705,0.4413253003254541,0.026611530246886297,0.33242211928863247,1.9931292786789663,0.6062510435251479
DFL-MDD,0.7,504,0.1,0.08651534349267065,0.5203177656110382,0.02791057028159075,0.3906697851217272,2.343397508347215,0.2526484836447746
DFL-MDD,0.7,504,0.2,0.09023110359388875,0.5416698517327961,0.02805356688923965,0.39450232983282274,2.4522354649522353,0.39738967824489513
DFL-MDD,0.7,504,0.3,0.012296914905083112,0.16021973150829233,0.02821082103345331,0.39022988120112795,0.25746652388206215,0.41247092995871887
DFL-MDD,0.7,504,0.4,0.0950028402836891,0.5340813881925132,0.03166806205025752,0.3575668676506983,2.897032194105385,0.6177270058938797
PTO-MDD,,252,0.1,0.09054660651868773,0.49819009746629617,0.03430445988746679,0.5267732118805025,1.844962713836558,0.861633098339695
PTO-MDD,,252,0.2,0.09293109165153712,0.5098503160955631,0.033914110985903585,0.5104503312333694,1.9706204754048204,0.8801015371214577
PTO-MDD,,252,0.3,0.08559958989204053,0.4765119214257358,0.034730522922807365,0.43906894181133094,2.0563614834024313,0.8808997470954941
PTO-MDD,,252,0.4,0.07380092388839476,0.43253549722046747,0.033707568695541736,0.47548837353875534,1.570536843537644,0.887812265475771
PTO-MDD,,504,0.1,0.023756718313001635,0.21908810275847146,0.038244748332547214,0.6991511014507485,0.2888038033261328,0.8499683797291809
PTO-MDD,,504,0.2,-0.036134507043765196,-0.005746481506692276,0.04263967920614842,0.8183595843997145,-0.30605007232692094,0.9010739216308322
PTO-MDD,,504,0.3,-0.00039938251711113537,0.12089148529277821,0.03880486376060415,0.7476382998928733,-0.004178799676597671,0.8173732064302818
PTO-MDD,,504,0.4,-0.0025767503683529203,0.11963171871155054,0.03973730932952144,0.7545641726946256,-0.02651561021023359,0.8404975283827593
PTO-MVO,,252,,0.0617627194686714,0.4335129402573528,0.025360992497837725,0.37785748445774825,1.585579255994406,0.12236368545398549
PTO-MVO,,504,,0.057333957180003114,0.4054359873584146,0.02564292307318012,0.38895459909171226,1.40790715303505,0.1188185177659198
