Model,lam,Lookback,n1,Ann.Ret,Sharpe,CVaR(5%),MDD,Calmar,HHI
DFL-MDD,0.3,252,0.1,0.11125097855736965,0.6834821017219276,0.02566558024132191,0.33453920360578493,0.33254989945875174,0.30887181517925666
DFL-MDD,0.3,252,0.2,0.07309596621674053,0.467903836642702,0.02726540630170126,0.34011099808374123,0.2149179726827041,0.5095432261203198
DFL-MDD,0.3,252,0.3,0.07167439455534974,0.47496083202205314,0.02580099798164057,0.3067376519413388,0.23366676401920897,0.6018722120751726
DFL-MDD,0.3,252,0.4,0.06086582118994466,0.3790918128258281,0.028959308967177036,0.4911130925877635,0.12393442996365302,0.6714187350044859
DFL-MDD,0.3,504,0.1,0.09031859077029103,0.5801205748646371,0.025351470274870832,0.3117277533946235,0.2897354815468774,0.28053971451330695
DFL-MDD,0.3,504,0.2,0.036696296105196424,0.2896629086534212,0.02696943355771897,0.3133311444662315,0.1171166567434525,0.40952173446087126
DFL-MDD,0.3,504,0.3,0.09222599240832685,0.5139024493948777,0.029766859703819714,0.47609824972418746,0.1937121013202293,0.5227352656582569
DFL-MDD,0.3,504,0.4,0.037747073604243564,0.2921137480591848,0.02693971264210818,0.35577040934980325,0.10609953105042991,0.706155742102481
PTO-MDD,,252,0.1,0.09132055808801076,0.5013385638348282,0.03430316833268023,0.5251558581133201,0.1738922962769579,0.861633098339695
PTO-MDD,,252,0.2,0.09365903081813376,0.5128290426282174,0.0339125388748451,0.508778994591519,0.18408588364565004,0.8801015371214577
PTO-MDD,,252,0.3,0.08664111577758304,0.4807630771722182,0.034727608944474804,0.43711099378232016,0.19821307857772327,0.8808997470954941
PTO-MDD,,252,0.4,0.07449993887252204,0.4354822983556892,0.033704852635996776,0.47422719390128876,0.15709756803259067,0.887812265475771
PTO-MDD,,504,0.1,0.024709809815486983,0.22282860804397311,0.03824285650255585,0.6984340793227458,0.03537887188424366,0.8499683797291809
PTO-MDD,,504,0.2,-0.03534281501079839,-0.0026318182801678687,0.042639258412578304,0.8179928157617891,-0.04320675478495894,0.9010739216308322
PTO-MDD,,504,0.3,0.0005460014952107795,0.12477414580098466,0.0388039490425669,0.7469015498118292,0.000731022040689612,0.8173732064302818
PTO-MDD,,504,0.4,-0.001600459535660903,0.12341383102933208,0.03973557216984707,0.7540259174257,-0.0021225524195676647,0.8404975283827593
PTO-MVO,,252,,0.06434831469221947,0.44753903061069555,0.025355675543834978,0.37737517335772275,0.1705154955017951,0.12236368545398549
PTO-MVO,,504,,0.05888070187589656,0.4137180082367725,0.025640157789682136,0.3887148302745142,0.15147531628563515,0.1188185177659198
