x_max,lam,group,label,Ann.Ret(%),Sharpe,MDD(%),MDD_abs(%),Calmar,HHI,MaxW,nActive,Turnover
0.3,1.0,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",10.89,0.6107,33.8,36.78,0.3221,0.2772,0.3,4.1,0.4098
0.3,1.0,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",11.87,0.6767,38.19,41.68,0.3109,0.2248,0.3,6.07,0.5358
0.3,1.0,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",8.98,0.5733,30.36,33.03,0.2959,0.2525,0.3,4.97,0.4949
0.3,1.0,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",8.33,0.4896,34.37,37.37,0.2424,0.2684,0.3,4.47,0.4593
0.3,1.0,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",14.59,0.77,35.96,40.0,0.4057,0.2758,0.3,4.1,0.4259
0.3,1.0,DFL-MVO,DFL-MVO (LB=252),13.31,0.6882,39.97,44.0,0.333,0.28,0.3,4.0,0.2815
0.3,1.0,DFL-MVO,DFL-MVO (LB=504),12.71,0.7009,31.48,34.48,0.4037,0.28,0.3,4.0,0.479
0.3,1.0,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",7.32,0.4331,49.95,58.12,0.1466,0.2788,0.3,4.26,0.0618
0.3,1.0,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",8.94,0.5028,49.95,58.13,0.179,0.2787,0.3,4.04,0.0574
0.3,1.0,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",8.67,0.4899,49.95,58.12,0.1735,0.2766,0.3,4.07,0.0631
0.3,1.0,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",8.87,0.5005,49.95,58.12,0.1775,0.2774,0.3,4.01,0.0609
0.3,1.0,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",10.95,0.5716,50.36,57.92,0.2174,0.2736,0.3,4.01,0.0677
0.3,1.0,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",10.99,0.574,50.15,57.53,0.219,0.2758,0.3,4.12,0.0739
0.3,1.0,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",10.29,0.5454,50.3,57.82,0.2046,0.274,0.3,4.1,0.0733
0.3,1.0,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",10.37,0.5496,50.15,57.53,0.2067,0.2738,0.3,4.2,0.072
0.3,1.0,PTO-MVO,PTO-MVO (LB=252),7.54,0.5038,36.02,39.18,0.2092,0.1828,0.3,7.82,0.0781
0.3,1.0,PTO-MVO,PTO-MVO (LB=504),5.73,0.4005,37.39,40.7,0.1533,0.1857,0.3,7.57,0.0544
0.3,1.0,Benchmark,EW,11.9,0.6541,38.73,42.74,0.3072,0.1,0.1,10.0,0.0327
0.3,1.0,Benchmark,GMV (LB=252),7.93,0.5278,34.8,37.82,0.228,0.1772,0.3,8.16,0.0781
0.3,1.0,Benchmark,hist-MVO (LB=252),11.9,0.7015,33.65,36.75,0.3538,0.2023,0.3,7.09,0.2447
0.3,1.0,Benchmark,GMV (LB=504),6.41,0.4389,36.14,39.3,0.1774,0.1837,0.2961,7.91,0.0531
0.3,1.0,Benchmark,hist-MVO (LB=504),7.9,0.505,32.87,35.67,0.2404,0.1947,0.3,7.31,0.1435
0.6,0.3,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",4.37,0.3263,35.75,38.66,0.1222,0.3982,0.6,4.11,0.4808
0.6,0.3,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",9.68,0.6027,36.22,39.0,0.2673,0.417,0.6,3.62,0.4233
0.6,0.3,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",6.92,0.4553,36.09,38.86,0.1916,0.4757,0.6,2.84,0.5328
0.6,0.3,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",5.82,0.3987,37.63,40.53,0.1547,0.5066,0.6,2.24,0.3924
0.6,0.3,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",7.49,0.4912,35.22,37.91,0.2126,0.3578,0.6,4.28,0.4778
0.6,0.3,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",9.93,0.6113,36.37,39.38,0.2731,0.4405,0.6,3.34,0.4727
0.6,0.3,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",7.88,0.5058,36.19,38.94,0.2178,0.4613,0.6,2.91,0.4758
0.6,0.3,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",7.47,0.4959,31.81,34.57,0.2349,0.505,0.6,2.27,0.4267
0.6,0.3,DFL-MVO,DFL-MVO (LB=252),12.18,0.7055,35.23,37.89,0.3457,0.52,0.6,2.0,0.2473
0.6,0.3,DFL-MVO,DFL-MVO (LB=504),5.62,0.4001,34.58,38.31,0.1625,0.52,0.6,2.0,0.338
0.6,0.3,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",4.21,0.289,64.81,83.75,0.065,0.5111,0.6,2.15,0.0835
0.6,0.3,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",7.72,0.4119,64.96,83.75,0.1189,0.4966,0.6,2.41,0.0805
0.6,0.3,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",3.17,0.2499,64.78,83.33,0.049,0.4924,0.6,2.38,0.0848
0.6,0.3,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",5.46,0.332,65.33,84.49,0.0835,0.5008,0.6,2.39,0.0882
0.6,0.3,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",11.84,0.546,63.79,80.85,0.1857,0.5056,0.6,2.12,0.1027
0.6,0.3,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",8.22,0.4241,63.79,80.85,0.1289,0.4853,0.6,2.64,0.1025
0.6,0.3,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",6.69,0.3732,64.0,81.08,0.1045,0.4483,0.6,3.0,0.1047
0.6,0.3,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",8.33,0.4315,63.79,80.85,0.1306,0.4734,0.6,2.62,0.0996
0.6,0.3,PTO-MVO,PTO-MVO (LB=252),7.52,0.503,36.02,39.18,0.2086,0.1865,0.3826,7.82,0.0803
0.6,0.3,PTO-MVO,PTO-MVO (LB=504),5.72,0.4001,37.39,40.7,0.153,0.186,0.3098,7.57,0.0546
0.6,0.3,Benchmark,EW,11.9,0.6541,38.73,42.74,0.3072,0.1,0.1,10.0,0.0327
0.6,0.3,Benchmark,GMV (LB=252),7.91,0.5268,34.8,37.82,0.2274,0.1792,0.3622,8.15,0.0798
0.6,0.3,Benchmark,hist-MVO (LB=252),11.5,0.6811,33.62,36.7,0.342,0.2261,0.4886,6.88,0.2701
0.6,0.3,Benchmark,GMV (LB=504),6.41,0.4388,36.15,39.31,0.1774,0.1838,0.2967,7.91,0.0531
0.6,0.3,Benchmark,hist-MVO (LB=504),7.73,0.4934,33.61,36.45,0.2299,0.1979,0.4077,7.22,0.1495
0.6,0.5,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",8.44,0.5433,37.13,40.62,0.2272,0.3558,0.6,4.4,0.581
0.6,0.5,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",7.5,0.4834,37.83,40.75,0.1982,0.4297,0.6,3.5,0.4851
0.6,0.5,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",7.2,0.4815,30.78,33.44,0.2341,0.4593,0.6,2.94,0.5326
0.6,0.5,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",10.53,0.6292,37.02,40.25,0.2843,0.4721,0.6,2.74,0.6418
0.6,0.5,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",9.27,0.6028,33.96,36.52,0.2729,0.3458,0.6,4.45,0.5455
0.6,0.5,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",10.54,0.6455,34.48,37.34,0.3056,0.4309,0.6,3.49,0.6196
0.6,0.5,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",13.96,0.8147,31.81,34.57,0.4389,0.4612,0.6,2.87,0.4485
0.6,0.5,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",12.0,0.7267,26.1,28.04,0.4596,0.4655,0.6,2.88,0.6459
0.6,0.5,DFL-MVO,DFL-MVO (LB=252),9.4,0.5658,32.53,34.96,0.2888,0.52,0.6,2.0,0.4701
0.6,0.5,DFL-MVO,DFL-MVO (LB=504),10.0,0.6421,29.55,31.74,0.3383,0.52,0.6,2.0,0.3891
0.6,0.5,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",4.21,0.289,64.81,83.75,0.065,0.5111,0.6,2.15,0.0835
0.6,0.5,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",7.72,0.4119,64.96,83.75,0.1189,0.4966,0.6,2.41,0.0805
0.6,0.5,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",3.17,0.2499,64.78,83.33,0.049,0.4924,0.6,2.38,0.0848
0.6,0.5,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",5.46,0.332,65.33,84.49,0.0835,0.5008,0.6,2.39,0.0882
0.6,0.5,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",11.84,0.546,63.79,80.85,0.1857,0.5056,0.6,2.12,0.1027
0.6,0.5,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",8.22,0.4241,63.79,80.85,0.1289,0.4853,0.6,2.64,0.1025
0.6,0.5,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",6.69,0.3732,64.0,81.08,0.1045,0.4483,0.6,3.0,0.1047
0.6,0.5,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",8.33,0.4315,63.79,80.85,0.1306,0.4734,0.6,2.62,0.0996
0.6,0.5,PTO-MVO,PTO-MVO (LB=252),7.52,0.503,36.02,39.18,0.2086,0.1865,0.3826,7.82,0.0803
0.6,0.5,PTO-MVO,PTO-MVO (LB=504),5.72,0.4001,37.39,40.7,0.153,0.186,0.3098,7.57,0.0546
0.6,0.5,Benchmark,EW,11.9,0.6541,38.73,42.74,0.3072,0.1,0.1,10.0,0.0327
0.6,0.5,Benchmark,GMV (LB=252),7.91,0.5268,34.8,37.82,0.2274,0.1792,0.3622,8.15,0.0798
0.6,0.5,Benchmark,hist-MVO (LB=252),11.5,0.6811,33.62,36.7,0.342,0.2261,0.4886,6.88,0.2701
0.6,0.5,Benchmark,GMV (LB=504),6.41,0.4388,36.15,39.31,0.1774,0.1838,0.2967,7.91,0.0531
0.6,0.5,Benchmark,hist-MVO (LB=504),7.73,0.4934,33.61,36.45,0.2299,0.1979,0.4077,7.22,0.1495
0.6,0.7,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",8.41,0.5176,41.79,45.53,0.2013,0.3022,0.6,5.15,0.505
0.6,0.7,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",9.6,0.5854,36.39,39.65,0.2638,0.3874,0.6,4.43,0.4472
0.6,0.7,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",8.48,0.5423,33.13,36.33,0.2561,0.4677,0.6,2.85,0.4769
0.6,0.7,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",5.35,0.365,37.75,40.67,0.1417,0.4853,0.6,2.54,0.4394
0.6,0.7,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",10.42,0.6218,38.86,42.73,0.268,0.2658,0.6,5.87,0.5217
0.6,0.7,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",7.91,0.517,34.53,37.22,0.229,0.4011,0.6,3.82,0.4875
0.6,0.7,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",7.67,0.49,36.34,39.22,0.211,0.4355,0.6,3.43,0.4985
0.6,0.7,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",8.45,0.5045,31.81,34.57,0.2657,0.4754,0.6,2.65,0.4682
0.6,0.7,DFL-MVO,DFL-MVO (LB=252),15.07,0.7581,36.49,42.69,0.413,0.52,0.6,2.0,0.3444
0.6,0.7,DFL-MVO,DFL-MVO (LB=504),9.63,0.6109,30.3,33.74,0.3179,0.52,0.6,2.0,0.4299
0.6,0.7,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",4.21,0.289,64.81,83.75,0.065,0.5111,0.6,2.15,0.0835
0.6,0.7,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",7.72,0.4119,64.96,83.75,0.1189,0.4966,0.6,2.41,0.0805
0.6,0.7,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",3.17,0.2499,64.78,83.33,0.049,0.4924,0.6,2.38,0.0848
0.6,0.7,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",5.46,0.332,65.33,84.49,0.0835,0.5008,0.6,2.39,0.0882
0.6,0.7,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",11.84,0.546,63.79,80.85,0.1857,0.5056,0.6,2.12,0.1027
0.6,0.7,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",8.22,0.4241,63.79,80.85,0.1289,0.4853,0.6,2.64,0.1025
0.6,0.7,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",6.69,0.3732,64.0,81.08,0.1045,0.4483,0.6,3.0,0.1047
0.6,0.7,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",8.33,0.4315,63.79,80.85,0.1306,0.4734,0.6,2.62,0.0996
0.6,0.7,PTO-MVO,PTO-MVO (LB=252),7.52,0.503,36.02,39.18,0.2086,0.1865,0.3826,7.82,0.0803
0.6,0.7,PTO-MVO,PTO-MVO (LB=504),5.72,0.4001,37.39,40.7,0.153,0.186,0.3098,7.57,0.0546
0.6,0.7,Benchmark,EW,11.9,0.6541,38.73,42.74,0.3072,0.1,0.1,10.0,0.0327
0.6,0.7,Benchmark,GMV (LB=252),7.91,0.5268,34.8,37.82,0.2274,0.1792,0.3622,8.15,0.0798
0.6,0.7,Benchmark,hist-MVO (LB=252),11.5,0.6811,33.62,36.7,0.342,0.2261,0.4886,6.88,0.2701
0.6,0.7,Benchmark,GMV (LB=504),6.41,0.4388,36.15,39.31,0.1774,0.1838,0.2967,7.91,0.0531
0.6,0.7,Benchmark,hist-MVO (LB=504),7.73,0.4934,33.61,36.45,0.2299,0.1979,0.4077,7.22,0.1495
0.6,1.0,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",11.18,0.6408,41.75,46.78,0.2677,0.2615,0.5398,5.53,0.4684
0.6,1.0,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",7.97,0.4756,40.01,44.09,0.1992,0.3061,0.6,5.05,0.5047
0.6,1.0,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",11.96,0.6526,38.14,42.51,0.3137,0.4496,0.6,2.98,0.5907
0.6,1.0,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",6.37,0.4052,36.28,39.52,0.1756,0.488,0.6,2.5,0.4498
0.6,1.0,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",8.99,0.548,35.38,38.32,0.2541,0.2571,0.6,5.69,0.6127
0.6,1.0,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",12.79,0.6841,39.51,43.15,0.3238,0.387,0.6,4.0,0.5206
0.6,1.0,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",13.66,0.6883,36.17,39.43,0.3776,0.4118,0.6,3.54,0.6531
0.6,1.0,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",11.15,0.601,31.61,35.83,0.3528,0.4619,0.6,2.79,0.6924
0.6,1.0,DFL-MVO,DFL-MVO (LB=252),9.62,0.4905,49.77,60.03,0.1933,0.52,0.6,2.0,0.2762
0.6,1.0,DFL-MVO,DFL-MVO (LB=504),11.1,0.5911,34.15,37.29,0.3251,0.52,0.6,2.0,0.5402
0.6,1.0,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",4.21,0.289,64.81,83.75,0.065,0.5111,0.6,2.15,0.0835
0.6,1.0,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",7.72,0.4119,64.96,83.75,0.1189,0.4966,0.6,2.41,0.0805
0.6,1.0,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",3.17,0.2499,64.78,83.33,0.049,0.4924,0.6,2.38,0.0848
0.6,1.0,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",5.46,0.332,65.33,84.49,0.0835,0.5008,0.6,2.39,0.0882
0.6,1.0,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",11.84,0.546,63.79,80.85,0.1857,0.5056,0.6,2.12,0.1027
0.6,1.0,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",8.22,0.4241,63.79,80.85,0.1289,0.4853,0.6,2.64,0.1025
0.6,1.0,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",6.69,0.3732,64.0,81.08,0.1045,0.4483,0.6,3.0,0.1047
0.6,1.0,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",8.33,0.4315,63.79,80.85,0.1306,0.4734,0.6,2.62,0.0996
0.6,1.0,PTO-MVO,PTO-MVO (LB=252),7.52,0.503,36.02,39.18,0.2086,0.1865,0.3826,7.82,0.0803
0.6,1.0,PTO-MVO,PTO-MVO (LB=504),5.72,0.4001,37.39,40.7,0.153,0.186,0.3098,7.57,0.0546
0.6,1.0,Benchmark,EW,11.9,0.6541,38.73,42.74,0.3072,0.1,0.1,10.0,0.0327
0.6,1.0,Benchmark,GMV (LB=252),7.91,0.5268,34.8,37.82,0.2274,0.1792,0.3622,8.15,0.0798
0.6,1.0,Benchmark,hist-MVO (LB=252),11.5,0.6811,33.62,36.7,0.342,0.2261,0.4886,6.88,0.2701
0.6,1.0,Benchmark,GMV (LB=504),6.41,0.4388,36.15,39.31,0.1774,0.1838,0.2967,7.91,0.0531
0.6,1.0,Benchmark,hist-MVO (LB=504),7.73,0.4934,33.61,36.45,0.2299,0.1979,0.4077,7.22,0.1495
1.0,0.3,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",9.94,0.6454,32.06,34.46,0.31,0.4065,0.8775,4.43,0.4664
1.0,0.3,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",8.49,0.5466,34.88,37.62,0.2435,0.5873,1.0,3.21,0.5516
1.0,0.3,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",6.96,0.4584,36.46,39.25,0.1909,0.6215,1.0,2.85,0.5571
1.0,0.3,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",5.1,0.3704,33.43,36.04,0.1526,0.8149,1.0,1.88,0.3241
1.0,0.3,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",7.59,0.4961,37.66,40.63,0.2014,0.3895,1.0,4.64,0.5365
1.0,0.3,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",6.59,0.4517,34.6,37.2,0.1904,0.5269,1.0,3.46,0.5609
1.0,0.3,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",5.26,0.3898,33.34,36.27,0.1579,0.5886,1.0,2.87,0.4684
1.0,0.3,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",9.49,0.5763,35.37,38.39,0.2684,0.6224,1.0,2.57,0.7083
1.0,0.3,DFL-MVO,DFL-MVO (LB=252),13.3,0.6895,36.2,44.11,0.3675,1.0,1.0,1.0,0.7312
1.0,0.3,DFL-MVO,DFL-MVO (LB=504),12.06,0.7079,27.07,29.11,0.4456,1.0,1.0,1.0,0.3871
1.0,0.3,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",0.46,0.1703,77.47,116.35,0.0059,0.7131,1.0,1.69,0.0758
1.0,0.3,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",1.65,0.2112,77.47,116.35,0.0213,0.8027,1.0,1.53,0.0707
1.0,0.3,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",-0.51,0.14,77.47,116.35,-0.0066,0.7263,1.0,1.83,0.0848
1.0,0.3,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",-0.17,0.1539,77.47,116.35,-0.0022,0.7347,1.0,1.8,0.0892
1.0,0.3,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",6.09,0.3431,77.47,116.35,0.0786,0.7402,1.0,1.59,0.0815
1.0,0.3,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",2.45,0.2401,77.47,116.35,0.0317,0.8189,1.0,1.82,0.0885
1.0,0.3,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",3.01,0.2561,77.47,116.35,0.0388,0.8231,1.0,1.86,0.0951
1.0,0.3,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",1.99,0.2242,77.47,116.35,0.0257,0.7293,1.0,1.99,0.0882
1.0,0.3,PTO-MVO,PTO-MVO (LB=252),7.52,0.503,36.02,39.18,0.2086,0.1865,0.3826,7.82,0.0803
1.0,0.3,PTO-MVO,PTO-MVO (LB=504),5.72,0.4001,37.39,40.7,0.1531,0.186,0.3097,7.59,0.0545
1.0,0.3,Benchmark,EW,11.9,0.6541,38.73,42.74,0.3072,0.1,0.1,10.0,0.0327
1.0,0.3,Benchmark,GMV (LB=252),7.91,0.5268,34.81,37.83,0.2274,0.1792,0.3623,8.19,0.0797
1.0,0.3,Benchmark,hist-MVO (LB=252),11.5,0.6811,33.62,36.7,0.342,0.2261,0.4886,6.85,0.2701
1.0,0.3,Benchmark,GMV (LB=504),6.41,0.4388,36.14,39.3,0.1774,0.1838,0.2967,7.91,0.0531
1.0,0.3,Benchmark,hist-MVO (LB=504),7.73,0.4935,33.61,36.44,0.2299,0.1979,0.4077,7.27,0.1495
1.0,0.5,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",7.87,0.5343,30.97,33.28,0.2543,0.3412,0.8146,5.12,0.5163
1.0,0.5,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",8.14,0.5257,33.17,36.15,0.2453,0.4312,0.8418,3.9,0.5536
1.0,0.5,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",2.61,0.2293,42.34,49.7,0.0617,0.5181,1.0,3.02,0.6561
1.0,0.5,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",5.26,0.385,33.1,35.58,0.1588,0.731,1.0,2.09,0.4328
1.0,0.5,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",6.83,0.4517,39.16,42.23,0.1743,0.3029,0.7616,5.29,0.5518
1.0,0.5,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",7.86,0.5114,36.13,38.89,0.2175,0.4662,1.0,3.56,0.6405
1.0,0.5,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",2.09,0.2054,33.38,36.04,0.0627,0.5346,1.0,3.06,0.6389
1.0,0.5,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",7.69,0.4679,42.33,46.01,0.1817,0.5013,1.0,3.31,0.6747
1.0,0.5,DFL-MVO,DFL-MVO (LB=252),9.81,0.5691,33.83,38.87,0.2899,1.0,1.0,1.0,0.4731
1.0,0.5,DFL-MVO,DFL-MVO (LB=504),11.3,0.5954,42.38,46.84,0.2666,1.0,1.0,1.0,0.5161
1.0,0.5,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",0.46,0.1703,77.47,116.35,0.0059,0.7131,1.0,1.69,0.0758
1.0,0.5,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",1.65,0.2112,77.47,116.35,0.0213,0.8027,1.0,1.53,0.0707
1.0,0.5,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",-0.51,0.14,77.47,116.35,-0.0066,0.7263,1.0,1.83,0.0848
1.0,0.5,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",-0.17,0.1539,77.47,116.35,-0.0022,0.7347,1.0,1.8,0.0892
1.0,0.5,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",6.09,0.3431,77.47,116.35,0.0786,0.7402,1.0,1.59,0.0815
1.0,0.5,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",2.45,0.2401,77.47,116.35,0.0317,0.8189,1.0,1.82,0.0885
1.0,0.5,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",3.01,0.2561,77.47,116.35,0.0388,0.8231,1.0,1.86,0.0951
1.0,0.5,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",1.99,0.2242,77.47,116.35,0.0257,0.7293,1.0,1.99,0.0882
1.0,0.5,PTO-MVO,PTO-MVO (LB=252),7.52,0.503,36.02,39.18,0.2086,0.1865,0.3826,7.82,0.0803
1.0,0.5,PTO-MVO,PTO-MVO (LB=504),5.72,0.4001,37.39,40.7,0.1531,0.186,0.3097,7.59,0.0545
1.0,0.5,Benchmark,EW,11.9,0.6541,38.73,42.74,0.3072,0.1,0.1,10.0,0.0327
1.0,0.5,Benchmark,GMV (LB=252),7.91,0.5268,34.81,37.83,0.2274,0.1792,0.3623,8.19,0.0797
1.0,0.5,Benchmark,hist-MVO (LB=252),11.5,0.6811,33.62,36.7,0.342,0.2261,0.4886,6.85,0.2701
1.0,0.5,Benchmark,GMV (LB=504),6.41,0.4388,36.14,39.3,0.1774,0.1838,0.2967,7.91,0.0531
1.0,0.5,Benchmark,hist-MVO (LB=504),7.73,0.4935,33.61,36.44,0.2299,0.1979,0.4077,7.27,0.1495
1.0,0.7,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",9.4,0.6104,32.16,34.95,0.2924,0.3341,0.7376,4.65,0.5206
1.0,0.7,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",5.82,0.3993,36.42,39.76,0.1597,0.4796,1.0,3.71,0.5022
1.0,0.7,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",7.38,0.4816,29.46,31.97,0.2505,0.5474,1.0,3.0,0.4882
1.0,0.7,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",10.0,0.6379,26.05,27.93,0.3839,0.4995,1.0,2.86,0.7168
1.0,0.7,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",10.62,0.6343,33.5,36.3,0.3171,0.3245,0.8952,5.04,0.6115
1.0,0.7,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",11.73,0.7034,32.45,35.52,0.3615,0.3907,1.0,4.62,0.7293
1.0,0.7,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",9.24,0.5761,32.67,35.28,0.2828,0.4489,0.9253,3.54,0.6999
1.0,0.7,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",7.42,0.4603,35.95,38.7,0.2063,0.5408,1.0,3.04,0.7623
1.0,0.7,DFL-MVO,DFL-MVO (LB=252),7.13,0.4122,40.95,44.25,0.1742,1.0,1.0,1.0,0.4731
1.0,0.7,DFL-MVO,DFL-MVO (LB=504),9.35,0.529,43.58,48.79,0.2146,1.0,1.0,1.0,0.2581
1.0,0.7,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",0.46,0.1703,77.47,116.35,0.0059,0.7131,1.0,1.69,0.0758
1.0,0.7,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",1.65,0.2112,77.47,116.35,0.0213,0.8027,1.0,1.53,0.0707
1.0,0.7,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",-0.51,0.14,77.47,116.35,-0.0066,0.7263,1.0,1.83,0.0848
1.0,0.7,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",-0.17,0.1539,77.47,116.35,-0.0022,0.7347,1.0,1.8,0.0892
1.0,0.7,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",6.09,0.3431,77.47,116.35,0.0786,0.7402,1.0,1.59,0.0815
1.0,0.7,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",2.45,0.2401,77.47,116.35,0.0317,0.8189,1.0,1.82,0.0885
1.0,0.7,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",3.01,0.2561,77.47,116.35,0.0388,0.8231,1.0,1.86,0.0951
