Model,lam,Lookback,n1,Ann.Ret,Sharpe,CVaR(5%),MDD,Calmar,MDD_abs,Turnover,HHI
DFL-MDD,0.3,252.0,0.1,0.09329232230826423,0.6126198601349825,0.024563935255444976,0.32081296555135663,0.29079972537534415,0.34485939151328715,0.46638026691985374,0.4064558486839967
DFL-MDD,0.3,252.0,0.2,0.07784595723659082,0.5098881487186128,0.02560836962972701,0.3489966897887233,0.22305643432151695,0.37635534674032856,0.5515557192285109,0.5872905890306446
DFL-MDD,0.3,252.0,0.3,0.06255281047477634,0.4224535627546677,0.02617374641084872,0.3652095333366616,0.1712792376643281,0.3930874558150679,0.5570933344465933,0.6215289155347422
DFL-MDD,0.3,252.0,0.4,0.04699841497354895,0.3485930788088715,0.0259165137447896,0.33434897181576145,0.1405669492693703,0.36039999999375194,0.32407508742681024,0.8149439440164677
DFL-MDD,0.3,504.0,0.1,0.06901789559778693,0.46079226913138394,0.025793807100664735,0.3772208861194859,0.18296414148613413,0.4068558607406456,0.5364966082760735,0.3895375473665974
DFL-MDD,0.3,504.0,0.2,0.05880381532141654,0.41372265068971736,0.024705419860512865,0.34636664493971,0.16977332016099542,0.3723374315627692,0.560857253781557,0.5269344053848878
DFL-MDD,0.3,504.0,0.3,0.04680185353371491,0.3566637701820184,0.024441678017996033,0.3347876123324657,0.13979565490391588,0.3646486410547125,0.4683772146549018,0.5886395313299827
DFL-MDD,0.3,504.0,0.4,0.08574466701732275,0.5315564239759955,0.027743437613818943,0.35442799048657886,0.24192408414305877,0.3848839446625619,0.7082920166875754,0.6224289188108716
EW,,,,0.11853194083653817,0.6521578940800644,0.030215487683161128,0.3873100699921757,0.3060388819953192,0.4274134634676896,0.03271951540940811,0.10000000149011612
GMV,,252.0,,0.07812289652274917,0.5213930776644532,0.025600131448994982,0.3481528674844273,0.22439251201572918,0.3783654503173196,0.07974990491813176,0.17923854006097673
hist-MVO,,252.0,,0.11139800836326375,0.6637754325876308,0.027698321576658105,0.3364159308838682,0.33113178688498407,0.36724260892292104,0.27007593876871644,0.2260606552058078
GMV,,504.0,,0.06344532602777253,0.43529969077652625,0.026139526540234475,0.36148424104679827,0.175513393962885,0.3930696501492892,0.05312191108785792,0.18376231304508575
hist-MVO,,504.0,,0.07535957169656049,0.483934328242722,0.027554384713475235,0.33622856229650827,0.22413197486681785,0.3645813299350472,0.14947871575919605,0.1978982168626278
DFL-MVO,,252.0,,0.12323469470389248,0.6491963619730978,0.030950364949709472,0.3645316553112831,0.3380630814211535,0.44440019576267775,0.7311827959093274,1.0
DFL-MVO,,504.0,,0.11546852192261281,0.6829097021063288,0.027124076397478818,0.27069361560509336,0.4265653684585224,0.2910999916494351,0.3870967746470035,1.0
PTO-MDD,,252.0,0.1,0.003659028412977605,0.16743193775575405,0.04248794028576489,0.7747392737474113,0.004722915871821762,1.1635000003150757,0.07579546186238444,0.713143602718425
PTO-MDD,,252.0,0.2,0.01561282937885955,0.20863840078573323,0.044274263823965467,0.7747392736926232,0.020152365972657123,1.1635000002462876,0.07066898440724936,0.8026470483610155
PTO-MDD,,252.0,0.3,-0.006145279912282087,0.13685683120103528,0.04229871338750897,0.7747392733933012,-0.00793206194978732,1.1634999989511003,0.08475818737905157,0.726321283805387
PTO-MDD,,252.0,0.4,-0.0027807627744735885,0.1505501599444082,0.04382340725217899,0.7747392735845854,-0.0035892885115382735,1.1634999998242121,0.08924488525799841,0.7347376227274249
PTO-MDD,,504.0,0.1,0.0598673657912574,0.34016744451332404,0.045761397538476044,0.7747392737457737,0.07727421057935824,1.163500000277278,0.0815626053157835,0.7401560123143541
PTO-MDD,,504.0,0.2,0.02346231978308566,0.23697419772576875,0.04669983459956149,0.7747392735567278,0.030284149236871356,1.163499999750416,0.08846206504715202,0.8188428518908684
PTO-MDD,,504.0,0.3,0.028934068819925107,0.25286517359582483,0.046603780774998445,0.7747392729881198,0.037346846642475694,1.1634999982695304,0.09518945292700208,0.8231323508516961
PTO-MDD,,504.0,0.4,0.018862547469468804,0.2210354263348801,0.045090291312781416,0.7747392733786777,0.024346961765309216,1.1634999992157837,0.08820573247164605,0.7292305238206224
PTO-MVO,,252.0,,0.07460247788060581,0.5001529701959974,0.025656408528099976,0.35971643605090187,0.20739246357180605,0.3913145850794951,0.08029541064743953,0.18587238295080472
PTO-MVO,,504.0,,0.057750463989739265,0.40310834295927844,0.026291779882028722,0.3724286079040734,0.15506452175958413,0.4052268798256027,0.0543828499852245,0.18504625920509057
