tc_bps,group,label,Ann.Ret(%),Sharpe,CVaR(5%)(%),MDD(%),MDD_abs(%),Calmar,HHI,MaxW,Turnover
0,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",13.41,0.7536,2.79,38.37,42.26,0.3495,0.1823,0.2,0.2949
0,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",14.19,0.788,2.86,36.7,39.99,0.3866,0.189,0.2,0.2072
0,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",7.22,0.428,3.32,42.12,46.89,0.1715,0.1954,0.2,0.1897
0,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",11.24,0.6399,2.87,37.59,41.23,0.2989,0.1959,0.2,0.2728
0,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",9.51,0.5649,2.83,42.51,47.92,0.2238,0.1805,0.2,0.286
0,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",10.9,0.6458,2.74,37.6,41.19,0.2899,0.1825,0.2,0.269
0,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",11.75,0.6708,2.77,30.86,33.42,0.3808,0.1918,0.2,0.2678
0,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",16.13,0.8429,2.95,33.05,36.31,0.4879,0.1965,0.2,0.3183
0,DFL-MVO,DFL-MVO (LB=252),9.05,0.5096,3.21,40.89,45.13,0.2212,0.2,0.2,0.2561
0,DFL-MVO,DFL-MVO (LB=504),14.32,0.7795,2.91,36.03,40.07,0.3974,0.2,0.2,0.2477
0,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",9.96,0.5773,2.85,42.26,47.06,0.2357,0.2,0.2,0.0464
0,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",10.19,0.5878,2.86,42.26,47.06,0.2412,0.2,0.2,0.0463
0,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",10.15,0.5857,2.85,42.26,47.06,0.2401,0.1987,0.2,0.0468
0,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",10.15,0.5865,2.85,42.26,47.06,0.2402,0.1981,0.2,0.0513
0,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",10.79,0.5999,2.99,42.63,47.42,0.253,0.1952,0.2,0.055
0,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",9.73,0.5548,2.93,42.96,47.76,0.2266,0.1973,0.2,0.0638
0,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",10.05,0.5687,2.95,42.96,47.76,0.2341,0.1921,0.2,0.0648
0,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",10.14,0.5748,2.92,42.96,47.76,0.236,0.1965,0.2,0.0636
0,PTO-MVO,PTO-MVO (LB=252),7.61,0.5047,2.61,35.63,38.78,0.2136,0.1522,0.2,0.0683
0,PTO-MVO,PTO-MVO (LB=504),6.12,0.4219,2.64,36.88,40.17,0.1661,0.1571,0.2,0.0471
0,Benchmark,EW,11.9,0.6541,3.02,38.73,42.74,0.3072,0.1,0.1,0.0327
0,Benchmark,GMV (LB=252),8.03,0.53,2.59,34.48,37.5,0.2329,0.1502,0.2,0.0674
0,Benchmark,hist-MVO (LB=252),11.91,0.7045,2.74,32.81,35.85,0.3629,0.1628,0.2,0.2067
0,Benchmark,GMV (LB=504),6.86,0.4634,2.62,35.6,38.76,0.1928,0.1553,0.2,0.0456
0,Benchmark,hist-MVO (LB=504),8.88,0.555,2.74,32.05,34.81,0.2771,0.1607,0.2,0.1203
5,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",13.21,0.7444,2.79,38.41,42.31,0.344,0.1823,0.2,0.2949
5,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",14.05,0.7815,2.86,36.71,40.0,0.3827,0.189,0.2,0.2072
5,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",7.1,0.4229,3.32,42.12,46.88,0.1686,0.1954,0.2,0.1897
5,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",11.06,0.6317,2.87,37.62,41.27,0.2938,0.1959,0.2,0.2728
5,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",9.33,0.5562,2.83,42.54,47.97,0.2193,0.1805,0.2,0.286
5,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",10.72,0.6373,2.74,37.62,41.23,0.285,0.1825,0.2,0.269
5,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",11.57,0.6625,2.77,30.86,33.42,0.3751,0.1918,0.2,0.2678
5,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",15.91,0.8335,2.95,33.05,36.3,0.4813,0.1965,0.2,0.3183
5,DFL-MVO,DFL-MVO (LB=252),8.88,0.5025,3.21,40.89,45.13,0.2172,0.2,0.2,0.2561
5,DFL-MVO,DFL-MVO (LB=504),14.15,0.772,2.91,36.04,40.09,0.3926,0.2,0.2,0.2477
5,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",9.93,0.5759,2.85,42.27,47.07,0.235,0.2,0.2,0.0464
5,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",10.16,0.5864,2.86,42.27,47.07,0.2404,0.2,0.2,0.0463
5,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",10.12,0.5843,2.85,42.27,47.07,0.2393,0.1987,0.2,0.0468
5,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",10.12,0.5849,2.85,42.27,47.07,0.2393,0.1981,0.2,0.0513
5,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",10.75,0.5984,2.99,42.64,47.44,0.2521,0.1952,0.2,0.055
5,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",9.69,0.553,2.93,42.97,47.79,0.2255,0.1973,0.2,0.0638
5,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",10.01,0.5668,2.95,42.97,47.79,0.233,0.1921,0.2,0.0648
5,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",10.1,0.573,2.92,42.97,47.79,0.235,0.1965,0.2,0.0636
5,PTO-MVO,PTO-MVO (LB=252),7.57,0.5024,2.61,35.63,38.78,0.2124,0.1522,0.2,0.0683
5,PTO-MVO,PTO-MVO (LB=504),6.09,0.4204,2.64,36.88,40.17,0.1652,0.1571,0.2,0.0471
5,Benchmark,EW,11.87,0.6531,3.02,38.73,42.74,0.3066,0.1,0.1,0.0327
5,Benchmark,GMV (LB=252),7.99,0.5277,2.59,34.49,37.5,0.2316,0.1502,0.2,0.0674
5,Benchmark,hist-MVO (LB=252),11.77,0.6978,2.74,32.82,35.86,0.3587,0.1628,0.2,0.2067
5,Benchmark,GMV (LB=504),6.84,0.4619,2.62,35.6,38.76,0.192,0.1553,0.2,0.0456
5,Benchmark,hist-MVO (LB=504),8.8,0.5511,2.74,32.05,34.81,0.2746,0.1607,0.2,0.1203
10,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",13.01,0.7352,2.79,38.45,42.37,0.3385,0.1823,0.2,0.2949
10,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",13.91,0.7751,2.86,36.72,40.01,0.3787,0.189,0.2,0.2072
10,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",6.98,0.4177,3.32,42.12,46.88,0.1658,0.1954,0.2,0.1897
10,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",10.88,0.6235,2.87,37.66,41.31,0.2888,0.1959,0.2,0.2728
10,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",9.14,0.5474,2.83,42.57,48.01,0.2148,0.1805,0.2,0.286
10,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",10.55,0.6288,2.74,37.65,41.27,0.2801,0.1825,0.2,0.269
10,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",11.4,0.6543,2.77,30.86,33.42,0.3693,0.1918,0.2,0.2678
10,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",15.69,0.8241,2.95,33.05,36.3,0.4746,0.1965,0.2,0.3183
10,DFL-MVO,DFL-MVO (LB=252),8.71,0.4955,3.21,40.89,45.13,0.2131,0.2,0.2,0.2561
10,DFL-MVO,DFL-MVO (LB=504),13.98,0.7646,2.91,36.06,40.1,0.3878,0.2,0.2,0.2477
10,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",9.9,0.5745,2.85,42.27,47.07,0.2343,0.2,0.2,0.0464
10,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",10.13,0.585,2.86,42.27,47.07,0.2397,0.2,0.2,0.0463
10,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",10.09,0.5829,2.85,42.27,47.07,0.2386,0.1987,0.2,0.0468
10,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",10.08,0.5834,2.85,42.27,47.07,0.2385,0.1981,0.2,0.0513
10,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",10.71,0.5968,2.99,42.65,47.46,0.2512,0.1952,0.2,0.055
10,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",9.65,0.5511,2.93,42.99,47.81,0.2245,0.1973,0.2,0.0638
10,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",9.97,0.5649,2.95,42.99,47.81,0.2319,0.1921,0.2,0.0648
10,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",10.06,0.5711,2.92,42.99,47.81,0.2339,0.1965,0.2,0.0636
10,PTO-MVO,PTO-MVO (LB=252),7.52,0.5001,2.61,35.64,38.78,0.2112,0.1522,0.2,0.0683
10,PTO-MVO,PTO-MVO (LB=504),6.07,0.4188,2.64,36.89,40.18,0.1644,0.1571,0.2,0.0471
10,Benchmark,EW,11.85,0.6522,3.02,38.73,42.74,0.306,0.1,0.1,0.0327
10,Benchmark,GMV (LB=252),7.95,0.5254,2.59,34.49,37.5,0.2304,0.1502,0.2,0.0674
10,Benchmark,hist-MVO (LB=252),11.63,0.6912,2.74,32.82,35.86,0.3544,0.1628,0.2,0.2067
10,Benchmark,GMV (LB=504),6.81,0.4604,2.62,35.6,38.77,0.1912,0.1553,0.2,0.0456
10,Benchmark,hist-MVO (LB=504),8.72,0.5472,2.74,32.06,34.82,0.2721,0.1607,0.2,0.1203
20,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",12.62,0.7168,2.79,38.53,42.48,0.3275,0.1823,0.2,0.2949
20,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",13.63,0.7621,2.86,36.73,40.03,0.3709,0.189,0.2,0.2072
20,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",6.74,0.4075,3.32,42.13,46.88,0.16,0.1954,0.2,0.1897
20,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",10.52,0.6071,2.88,37.74,41.38,0.2787,0.1959,0.2,0.2728
20,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",8.77,0.5299,2.83,42.62,48.1,0.2058,0.1805,0.2,0.286
