Model,lam,Lookback,n1,Ann.Ret,Sharpe,CVaR(5%),MDD,Calmar,HHI
DFL-MDD,0.5,252,0.1,0.045242183428150895,0.3337663334339508,0.026862492749967267,0.4069303674733627,0.11117917715982327,0.2971512962211954
DFL-MDD,0.5,252,0.2,0.0728525411218981,0.48366566762289986,0.025555415030172824,0.37033404840484163,0.1967211532831706,0.33357782503391836
DFL-MDD,0.5,252,0.3,0.05732232724007358,0.39366157815818886,0.027193597418270352,0.404125804875628,0.14184277899187994,0.35233178639665563
DFL-MDD,0.5,252,0.4,0.06411329800866605,0.43465790515524977,0.02616994255632771,0.37447097924616124,0.1712103248177202,0.3993734749073678
DFL-MDD,0.5,504,0.1,0.04342748807665675,0.3251040351509377,0.02605731162192533,0.37479739921613076,0.11586923536795121,0.2849965194596889
DFL-MDD,0.5,504,0.2,0.03451587595787431,0.27638532988269526,0.026798650177033947,0.42037827412610446,0.0821067073968471,0.3168803519232476
DFL-MDD,0.5,504,0.3,0.05125341322644794,0.36710167409625116,0.026141588189103337,0.3590327606715216,0.14275414064251415,0.3449960556277569
DFL-MDD,0.5,504,0.4,0.06347017884914119,0.42954200592957686,0.025643580696921096,0.36351338057485016,0.17460204279498864,0.4347094023956897
PTO-MDD,,252,0.1,0.08951417653118576,0.4939798337721613,0.03430618196051545,0.5289242594261425,0.16923817525666252,0.861633098339695
PTO-MDD,,252,0.2,0.09195970704128786,0.5058641705711823,0.03391620713398144,0.5126744393551924,0.1793725217489122,0.8801015371214577
PTO-MDD,,252,0.3,0.08420943956556304,0.4708191464517261,0.03473440822725074,0.4416739059488573,0.1906597569208626,0.8808997470954941
PTO-MDD,,252,0.4,0.07286793787635593,0.42859333714997144,0.033711190108268285,0.4771676713870659,0.1527092932538098,0.887812265475771
PTO-MDD,,504,0.1,0.022484935020411267,0.21409287378119293,0.03824727077253559,0.7001055945748115,0.03211649098569935,0.8499683797291809
PTO-MDD,,504,0.2,-0.03719057641334178,-0.009899690596857426,0.04264024026424179,0.8188485441746918,-0.04541813827889739,0.9010739216308322
PTO-MDD,,504,0.3,-0.0016600018112200576,0.1157114066973353,0.038806083384653654,0.7486185476925726,-0.002217420094806429,0.8173732064302818
PTO-MDD,,504,0.4,-0.0038789944039333557,0.11458545057029093,0.03973962554242046,0.7552805483220311,-0.005135832522150266,0.8404975283827593
PTO-MVO,,252,,0.05832339267035014,0.41478294069348276,0.025368081769841094,0.37850020625445663,0.15409078169889195,0.12236368545398549
PTO-MVO,,504,,0.05527431398231952,0.3943790037416753,0.02564661011784399,0.3892742040136352,0.1419932618144512,0.1188185177659198
