Model,lam,Lookback,n1,Ann.Ret,Sharpe,CVaR(5%),MDD,Calmar,MDD_abs,Turnover,HHI
DFL-MDD,0.7,252.0,0.1,0.09404595041178454,0.6104486308717078,0.024906462751820922,0.32160791578101433,0.2924242401004173,0.34949252673233105,0.5206041178709996,0.33406186052547654
DFL-MDD,0.7,252.0,0.2,0.05817212254162518,0.39929886431553535,0.027251043977834597,0.36421882422746876,0.15971750677368254,0.39758944887397274,0.5022343279070618,0.47964729138098794
DFL-MDD,0.7,252.0,0.3,0.07378363492124218,0.4816019501656197,0.027172503702167977,0.2945813454765779,0.2504694748298709,0.319669023098238,0.4882311826180758,0.5473820697324588
DFL-MDD,0.7,252.0,0.4,0.10000891071937379,0.6378852466440261,0.02600736224885148,0.2605251415472763,0.38387431664762456,0.2792668787632043,0.7167621081159328,0.499527447729307
DFL-MDD,0.7,504.0,0.1,0.10624325570026638,0.634314775861288,0.026964104922112257,0.3350466531288301,0.3170998864677642,0.363045574005081,0.6115252806175335,0.324496667321189
DFL-MDD,0.7,504.0,0.2,0.11731224551833241,0.7034064042556134,0.027035870054559836,0.324489423817831,0.3615287182612117,0.35520606962692847,0.7292733497720443,0.39071840962595505
DFL-MDD,0.7,504.0,0.3,0.09241330853660368,0.5761066111761756,0.0269260830613506,0.3267304035049411,0.28284269696658904,0.35283222973747436,0.6998637611238356,0.44888198038764543
DFL-MDD,0.7,504.0,0.4,0.07416802439977332,0.4603358316330067,0.029855233955083757,0.35953792064340667,0.20628707048874884,0.38696081141080285,0.7623370880071706,0.5407766787668036
EW,,,,0.11896646423277168,0.6540595458650454,0.03021418799465819,0.3872944920202533,0.30717313737535185,0.42740000039339066,0.03271951540940811,0.10000000149011612
GMV,,252.0,,0.07914427128814117,0.5268328613413846,0.025597985884040834,0.34806390397270554,0.22738431179467855,0.3782768249511719,0.07974990491813176,0.17923854006097673
hist-MVO,,252.0,,0.1149680545317946,0.6810698756647161,0.02768791550255966,0.33618213048774265,0.3419814560958297,0.36701805889606476,0.27007593876871644,0.2260606552058078
GMV,,504.0,,0.06411632289836455,0.43882757450446275,0.026138401500062414,0.3614269510095291,0.17739773611662496,0.3930105194449425,0.05312191108785792,0.18376231304508575
hist-MVO,,504.0,,0.0772699516320885,0.4934551295996987,0.027550608235874085,0.3360922151627469,0.2299069961250996,0.3644479848444462,0.14947871575919605,0.1978982168626278
DFL-MVO,,252.0,,0.07133174221970662,0.4121785096512701,0.03347746267664066,0.40949174630166246,0.17419579966268406,0.44250000081956387,0.47311827978225973,1.0
DFL-MVO,,504.0,,0.09352724004281576,0.5290373228997177,0.03122425562697829,0.43581660825911234,0.21460228511013843,0.48789999447762966,0.2580645170796206,1.0
PTO-MDD,,252.0,0.1,0.004562923897395432,0.17031142346328984,0.04248743904915454,0.7747392737453752,0.005889625131236234,1.1635000003064158,0.07579546186238444,0.713143602718425
PTO-MDD,,252.0,0.2,0.016465673438387007,0.2112399647673277,0.04427399571983962,0.774739273673484,0.021253180257905954,1.1635000001603153,0.07066898440724936,0.8026470483610155
PTO-MDD,,252.0,0.3,-0.00514423445901635,0.14005743761770195,0.042298232048819544,0.7747392733850306,-0.006639955705196023,1.163499998915965,0.08475818737905157,0.726321283805387
PTO-MDD,,252.0,0.4,-0.0017231112595190723,0.15386145002875368,0.043822300696263944,0.7747392735829791,-0.0022241176071114786,1.1634999998174094,0.08924488525799841,0.7347376227274249
PTO-MDD,,504.0,0.1,0.06089468876818671,0.34305177219445204,0.04576103379064543,0.7747392737450324,0.07860023471634046,1.163500000274065,0.0815626053157835,0.7401560123143541
PTO-MDD,,504.0,0.2,0.024538355474039486,0.24007314567739457,0.04669902135474548,0.7747392735452052,0.03167304964234577,1.1634999997001416,0.08846206504715202,0.8188428518908684
PTO-MDD,,504.0,0.3,0.03009825074702377,0.2561935757277118,0.04660352274982891,0.774739272985365,0.03884952240404544,1.163499998259542,0.09518945292700208,0.8231323508516961
PTO-MDD,,504.0,0.4,0.01993059641409034,0.224200755739483,0.04509003381483497,0.7747392733768822,0.025725553223403304,1.163499999208343,0.08820573247164605,0.7292305238206224
PTO-MVO,,252.0,,0.07562746980916124,0.5055947347715803,0.025653798919406837,0.3596411330939378,0.21028592902463925,0.3912408293557725,0.08029541064743953,0.18587238295080472
PTO-MVO,,504.0,,0.058433677814987206,0.4066925179701054,0.026290784400471102,0.37238238282204117,0.15691848082732845,0.405180476221227,0.0543828499852245,0.18504625920509057
