Model,lam,Lookback,n1,Ann.Ret,Sharpe,CVaR(5%),MDD,Calmar,MDD_abs,Turnover,HHI
DFL-MDD,0.3,252.0,0.1,0.09936462168580018,0.6454032349815149,0.02454423909052554,0.3205729500112672,0.30995946991569895,0.34463084740968086,0.46638026691985374,0.4064558486839967
DFL-MDD,0.3,252.0,0.2,0.08493047204193993,0.5466372173322994,0.025597440146828444,0.3488079632371625,0.24348776681983314,0.376176597467303,0.5515557192285109,0.5872905890306446
DFL-MDD,0.3,252.0,0.3,0.06960702398154028,0.4584249433418957,0.026155018641620724,0.3646422262563352,0.19089128726830173,0.3924826002714953,0.5570933344465933,0.6215289155347422
DFL-MDD,0.3,252.0,0.4,0.051036447855695055,0.3703870704573064,0.02591481572785403,0.33434897181553885,0.15264424939995797,0.3603999999934513,0.32407508742681024,0.8149439440164677
DFL-MDD,0.3,504.0,0.1,0.07585098556235104,0.4960710690657552,0.025773277349725038,0.3766334412138739,0.2013920625256941,0.4062885285799049,0.5364966082760735,0.3895375473665974
DFL-MDD,0.3,504.0,0.2,0.0658801116108989,0.4516920474721076,0.024687667667493973,0.3460170580748616,0.1903955601449164,0.3719695170524352,0.560857253781557,0.5269344053848878
DFL-MDD,0.3,504.0,0.3,0.052641015861124796,0.38979506965623434,0.02442690624524777,0.3333759963212356,0.15790283771543798,0.36268778754082753,0.4683772146549018,0.5886395313299827
DFL-MDD,0.3,504.0,0.4,0.09491836409957544,0.5763106103572502,0.027701974333993573,0.3536670922886648,0.2683833643059566,0.3838598216473963,0.7082920166875754,0.6224289188108716
EW,,,,0.11896646423277168,0.6540595458650454,0.03021418799465819,0.3872944920202533,0.30717313737535185,0.42740000039339066,0.03271951540940811,0.10000000149011612
GMV,,252.0,,0.07914427128814117,0.5268328613413846,0.025597985884040834,0.34806390397270554,0.22738431179467855,0.3782768249511719,0.07974990491813176,0.17923854006097673
hist-MVO,,252.0,,0.1149680545317946,0.6810698756647161,0.02768791550255966,0.33618213048774265,0.3419814560958297,0.36701805889606476,0.27007593876871644,0.2260606552058078
GMV,,504.0,,0.06411632289836455,0.43882757450446275,0.026138401500062414,0.3614269510095291,0.17739773611662496,0.3930105194449425,0.05312191108785792,0.18376231304508575
hist-MVO,,504.0,,0.0772699516320885,0.4934551295996987,0.027550608235874085,0.3360922151627469,0.2299069961250996,0.3644479848444462,0.14947871575919605,0.1978982168626278
DFL-MVO,,252.0,,0.13303763358629772,0.6895133675257258,0.030891639307754126,0.36198210978106315,0.36752543828757184,0.4410999957472086,0.7311827959093274,1.0
DFL-MVO,,504.0,,0.12061189929667493,0.7078638344886007,0.027106497833916728,0.27069364158804887,0.44556605964047635,0.29109999164938927,0.3870967746470035,1.0
PTO-MDD,,252.0,0.1,0.004562923897395432,0.17031142346328984,0.04248743904915454,0.7747392737453752,0.005889625131236234,1.1635000003064158,0.07579546186238444,0.713143602718425
PTO-MDD,,252.0,0.2,0.016465673438387007,0.2112399647673277,0.04427399571983962,0.774739273673484,0.021253180257905954,1.1635000001603153,0.07066898440724936,0.8026470483610155
PTO-MDD,,252.0,0.3,-0.00514423445901635,0.14005743761770195,0.042298232048819544,0.7747392733850306,-0.006639955705196023,1.163499998915965,0.08475818737905157,0.726321283805387
PTO-MDD,,252.0,0.4,-0.0017231112595190723,0.15386145002875368,0.043822300696263944,0.7747392735829791,-0.0022241176071114786,1.1634999998174094,0.08924488525799841,0.7347376227274249
PTO-MDD,,504.0,0.1,0.06089468876818671,0.34305177219445204,0.04576103379064543,0.7747392737450324,0.07860023471634046,1.163500000274065,0.0815626053157835,0.7401560123143541
PTO-MDD,,504.0,0.2,0.024538355474039486,0.24007314567739457,0.04669902135474548,0.7747392735452052,0.03167304964234577,1.1634999997001416,0.08846206504715202,0.8188428518908684
PTO-MDD,,504.0,0.3,0.03009825074702377,0.2561935757277118,0.04660352274982891,0.774739272985365,0.03884952240404544,1.163499998259542,0.09518945292700208,0.8231323508516961
PTO-MDD,,504.0,0.4,0.01993059641409034,0.224200755739483,0.04509003381483497,0.7747392733768822,0.025725553223403304,1.163499999208343,0.08820573247164605,0.7292305238206224
PTO-MVO,,252.0,,0.07562746980916124,0.5055947347715803,0.025653798919406837,0.3596411330939378,0.21028592902463925,0.3912408293557725,0.08029541064743953,0.18587238295080472
PTO-MVO,,504.0,,0.058433677814987206,0.4066925179701054,0.026290784400471102,0.37238238282204117,0.15691848082732845,0.405180476221227,0.0543828499852245,0.18504625920509057
