Model,lam,Lookback,n1,Ann.Ret,Sharpe,CVaR(5%),MDD,Calmar,HHI
DFL-MDD,0.5,252,0.1,0.08056342904794156,0.5163187494850071,0.026730337760729778,0.36904742844138144,0.21830101720626932,0.2971512962211954
DFL-MDD,0.5,252,0.2,0.11166022311442547,0.6841915154577328,0.025398393972215768,0.3690474284485286,0.302563341393781,0.33357782503391836
DFL-MDD,0.5,252,0.3,0.09163979719510174,0.56661124825245,0.027086455836839378,0.3981555181526232,0.23016081152731324,0.35233178639665563
DFL-MDD,0.5,252,0.4,0.0944618189686286,0.5911682615890002,0.026032498740250615,0.36904742844479793,0.25596118997794903,0.3993734749073678
DFL-MDD,0.5,504,0.1,0.07827921895029633,0.5068283983860407,0.025927732598922885,0.3686783480489056,0.21232388433800867,0.2849965194596889
DFL-MDD,0.5,504,0.2,0.0690824995140571,0.4550603281903038,0.026630631342036155,0.37987488578526485,0.18185592699308467,0.3168803519232476
DFL-MDD,0.5,504,0.3,0.0911235897110354,0.57421684509467,0.025923670211379334,0.35668784520517904,0.25547153038834514,0.3449960556277569
DFL-MDD,0.5,504,0.4,0.09664512530809555,0.5992637652934383,0.025510064429684186,0.3569769565056355,0.2707321117504587,0.4347094023956897
PTO-MDD,,252,0.1,0.09132055808801076,0.5013385638348282,0.03430316833268023,0.5251558581133201,0.1738922962769579,0.861633098339695
PTO-MDD,,252,0.2,0.09365903081813376,0.5128290426282174,0.0339125388748451,0.508778994591519,0.18408588364565004,0.8801015371214577
PTO-MDD,,252,0.3,0.08664111577758304,0.4807630771722182,0.034727608944474804,0.43711099378232016,0.19821307857772327,0.8808997470954941
PTO-MDD,,252,0.4,0.07449993887252204,0.4354822983556892,0.033704852635996776,0.47422719390128876,0.15709756803259067,0.887812265475771
PTO-MDD,,504,0.1,0.024709809815486983,0.22282860804397311,0.03824285650255585,0.6984340793227458,0.03537887188424366,0.8499683797291809
PTO-MDD,,504,0.2,-0.03534281501079839,-0.0026318182801678687,0.042639258412578304,0.8179928157617891,-0.04320675478495894,0.9010739216308322
PTO-MDD,,504,0.3,0.0005460014952107795,0.12477414580098466,0.0388039490425669,0.7469015498118292,0.000731022040689612,0.8173732064302818
PTO-MDD,,504,0.4,-0.001600459535660903,0.12341383102933208,0.03973557216984707,0.7540259174257,-0.0021225524195676647,0.8404975283827593
PTO-MVO,,252,,0.06434831469221947,0.44753903061069555,0.025355675543834978,0.37737517335772275,0.1705154955017951,0.12236368545398549
PTO-MVO,,504,,0.05888070187589656,0.4137180082367725,0.025640157789682136,0.3887148302745142,0.15147531628563515,0.1188185177659198
