tc_bps,group,label,Ann.Ret(%),Sharpe,CVaR(5%)(%),MDD(%),MDD_abs(%),Calmar,HHI,MaxW,Turnover
0,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",9.75,0.6177,2.55,32.88,35.4,0.2966,0.2481,0.3,0.3531
0,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",9.31,0.5934,2.57,31.71,34.19,0.2936,0.2577,0.3,0.4052
0,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",8.61,0.5347,2.8,32.59,35.32,0.2641,0.2753,0.3,0.364
0,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",10.12,0.6297,2.59,33.11,35.63,0.3057,0.2776,0.3,0.3445
0,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",9.84,0.6247,2.54,34.04,37.12,0.2891,0.2332,0.3,0.4149
0,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",12.78,0.7542,2.61,33.87,36.55,0.3774,0.2648,0.3,0.3508
0,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",10.57,0.665,2.56,30.03,32.48,0.3521,0.2735,0.3,0.3568
0,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",8.44,0.5393,2.66,31.88,34.37,0.2649,0.2701,0.3,0.448
0,DFL-MVO,DFL-MVO (LB=252),7.53,0.463,2.95,36.77,40.02,0.2047,0.2799,0.3,0.3687
0,DFL-MVO,DFL-MVO (LB=504),10.34,0.6055,2.86,37.89,41.47,0.2729,0.28,0.3,0.3111
0,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",7.32,0.4331,3.14,49.95,58.12,0.1466,0.2788,0.3,0.0618
0,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",8.94,0.5028,3.1,49.95,58.13,0.179,0.2787,0.3,0.0574
0,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",8.67,0.4899,3.12,49.95,58.12,0.1735,0.2766,0.3,0.0631
0,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",8.87,0.5005,3.1,49.95,58.12,0.1775,0.2774,0.3,0.0609
0,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",10.95,0.5716,3.18,50.36,57.92,0.2174,0.2736,0.3,0.0677
0,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",10.99,0.574,3.17,50.15,57.53,0.219,0.2758,0.3,0.0739
0,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",10.29,0.5454,3.16,50.3,57.82,0.2046,0.274,0.3,0.0733
0,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",10.37,0.5496,3.17,50.15,57.53,0.2067,0.2738,0.3,0.072
0,PTO-MVO,PTO-MVO (LB=252),7.54,0.5038,2.57,36.02,39.18,0.2092,0.1828,0.3,0.0781
0,PTO-MVO,PTO-MVO (LB=504),5.73,0.4005,2.63,37.39,40.7,0.1533,0.1857,0.3,0.0544
0,Benchmark,EW,11.9,0.6541,3.02,38.73,42.74,0.3072,0.1,0.1,0.0327
