x_max,lam,tc_bps,group,label,Ann.Ret(%),Sharpe,CVaR(5%)(%),MDD(%),MDD_abs(%),Calmar,HHI,MaxW,Turnover
0.3,1.0,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",8.55,0.4872,3.1,50.02,58.25,0.171,0.2774,0.3,0.0609
0.3,1.0,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",10.59,0.5574,3.18,50.42,58.03,0.21,0.2736,0.3,0.0677
0.3,1.0,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",10.6,0.5584,3.17,50.18,57.58,0.2112,0.2758,0.3,0.0739
0.3,1.0,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",9.91,0.53,3.16,50.35,57.91,0.1968,0.274,0.3,0.0733
0.3,1.0,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",9.99,0.5344,3.17,50.18,57.58,0.199,0.2738,0.3,0.072
0.3,1.0,40,PTO-MVO,PTO-MVO (LB=252),7.14,0.4827,2.57,36.05,39.21,0.198,0.1828,0.3,0.0781
0.3,1.0,40,PTO-MVO,PTO-MVO (LB=504),5.46,0.3862,2.63,37.41,40.72,0.1459,0.1857,0.3,0.0544
0.3,1.0,40,Benchmark,EW,11.72,0.6465,3.02,38.74,42.75,0.3026,0.1,0.1,0.0327
0.3,1.0,40,Benchmark,GMV (LB=252),7.53,0.5065,2.56,34.83,37.85,0.2163,0.1772,0.3,0.0781
0.3,1.0,40,Benchmark,hist-MVO (LB=252),10.61,0.6386,2.76,33.73,36.83,0.3145,0.2023,0.3,0.2447
0.3,1.0,40,Benchmark,GMV (LB=504),6.14,0.4248,2.61,36.16,39.32,0.1699,0.1837,0.2961,0.0531
0.3,1.0,40,Benchmark,hist-MVO (LB=504),7.17,0.4681,2.74,32.91,35.72,0.2178,0.1947,0.3,0.1435
0.6,0.3,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",4.37,0.3263,2.67,35.75,38.66,0.1222,0.3982,0.6,0.4808
0.6,0.3,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",9.68,0.6027,2.59,36.22,39.0,0.2673,0.417,0.6,0.4233
0.6,0.3,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",6.92,0.4553,2.66,36.09,38.86,0.1916,0.4757,0.6,0.5328
0.6,0.3,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",5.82,0.3987,2.6,37.63,40.53,0.1547,0.5066,0.6,0.3924
0.6,0.3,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",7.49,0.4912,2.59,35.22,37.91,0.2126,0.3578,0.6,0.4778
0.6,0.3,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",9.93,0.6113,2.55,36.37,39.38,0.2731,0.4405,0.6,0.4727
0.6,0.3,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",7.88,0.5058,2.59,36.19,38.94,0.2178,0.4613,0.6,0.4758
0.6,0.3,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",7.47,0.4959,2.59,31.81,34.57,0.2349,0.505,0.6,0.4267
0.6,0.3,0,DFL-MVO,DFL-MVO (LB=252),12.18,0.7055,2.64,35.23,37.89,0.3457,0.52,0.6,0.2473
0.6,0.3,0,DFL-MVO,DFL-MVO (LB=504),5.62,0.4001,2.58,34.58,38.31,0.1625,0.52,0.6,0.338
0.6,0.3,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",4.21,0.289,3.64,64.81,83.75,0.065,0.5111,0.6,0.0835
0.6,0.3,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",7.72,0.4119,3.76,64.96,83.75,0.1189,0.4966,0.6,0.0805
0.6,0.3,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",3.17,0.2499,3.64,64.78,83.33,0.049,0.4924,0.6,0.0848
0.6,0.3,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",5.46,0.332,3.78,65.33,84.49,0.0835,0.5008,0.6,0.0882
0.6,0.3,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",11.84,0.546,3.77,63.79,80.85,0.1857,0.5056,0.6,0.1027
0.6,0.3,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",8.22,0.4241,3.87,63.79,80.85,0.1289,0.4853,0.6,0.1025
0.6,0.3,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",6.69,0.3732,3.81,64.0,81.08,0.1045,0.4483,0.6,0.1047
0.6,0.3,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",8.33,0.4315,3.74,63.79,80.85,0.1306,0.4734,0.6,0.0996
0.6,0.3,0,PTO-MVO,PTO-MVO (LB=252),7.52,0.503,2.57,36.02,39.18,0.2086,0.1865,0.3826,0.0803
0.6,0.3,0,PTO-MVO,PTO-MVO (LB=504),5.72,0.4001,2.63,37.39,40.7,0.153,0.186,0.3098,0.0546
0.6,0.3,0,Benchmark,EW,11.9,0.6541,3.02,38.73,42.74,0.3072,0.1,0.1,0.0327
0.6,0.3,0,Benchmark,GMV (LB=252),7.91,0.5268,2.56,34.8,37.82,0.2274,0.1792,0.3622,0.0798
0.6,0.3,0,Benchmark,hist-MVO (LB=252),11.5,0.6811,2.77,33.62,36.7,0.342,0.2261,0.4886,0.2701
0.6,0.3,0,Benchmark,GMV (LB=504),6.41,0.4388,2.61,36.15,39.31,0.1774,0.1838,0.2967,0.0531
0.6,0.3,0,Benchmark,hist-MVO (LB=504),7.73,0.4934,2.76,33.61,36.45,0.2299,0.1979,0.4077,0.1495
0.6,0.3,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",4.07,0.3106,2.67,35.77,38.68,0.1138,0.3982,0.6,0.4808
0.6,0.3,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",9.41,0.5888,2.59,36.24,39.01,0.2596,0.417,0.6,0.4233
0.6,0.3,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",6.58,0.4382,2.66,36.11,38.88,0.1822,0.4757,0.6,0.5328
0.6,0.3,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",5.57,0.3861,2.6,37.66,40.57,0.148,0.5066,0.6,0.3924
0.6,0.3,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",7.18,0.4754,2.59,35.22,37.91,0.2039,0.3578,0.6,0.4778
0.6,0.3,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",9.62,0.5959,2.55,36.39,39.4,0.2644,0.4405,0.6,0.4727
0.6,0.3,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",7.58,0.4904,2.6,36.19,38.94,0.2094,0.4613,0.6,0.4758
0.6,0.3,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",7.2,0.4815,2.59,31.81,34.57,0.2263,0.505,0.6,0.4267
0.6,0.3,5,DFL-MVO,DFL-MVO (LB=252),12.01,0.6977,2.64,35.23,37.89,0.3411,0.52,0.6,0.2473
0.6,0.3,5,DFL-MVO,DFL-MVO (LB=504),5.41,0.3886,2.58,34.67,38.44,0.1559,0.52,0.6,0.338
0.6,0.3,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",4.16,0.2871,3.64,64.83,83.79,0.0642,0.5111,0.6,0.0835
0.6,0.3,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",7.67,0.4101,3.76,64.98,83.8,0.1181,0.4966,0.6,0.0805
0.6,0.3,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",3.12,0.248,3.64,64.8,83.39,0.0481,0.4924,0.6,0.0848
0.6,0.3,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",5.4,0.33,3.78,65.34,84.5,0.0827,0.5008,0.6,0.0882
0.6,0.3,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",11.78,0.5438,3.77,63.81,80.92,0.1845,0.5056,0.6,0.1027
0.6,0.3,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",8.16,0.4219,3.87,63.81,80.92,0.1278,0.4853,0.6,0.1025
0.6,0.3,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",6.62,0.371,3.81,64.02,81.14,0.1034,0.4483,0.6,0.1047
0.6,0.3,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",8.27,0.4293,3.74,63.81,80.92,0.1296,0.4734,0.6,0.0996
0.6,0.3,5,PTO-MVO,PTO-MVO (LB=252),7.47,0.5003,2.57,36.03,39.19,0.2072,0.1865,0.3826,0.0803
0.6,0.3,5,PTO-MVO,PTO-MVO (LB=504),5.69,0.3983,2.63,37.39,40.7,0.1521,0.186,0.3098,0.0546
0.6,0.3,5,Benchmark,EW,11.87,0.6531,3.02,38.73,42.74,0.3066,0.1,0.1,0.0327
0.6,0.3,5,Benchmark,GMV (LB=252),7.86,0.5241,2.56,34.81,37.83,0.2259,0.1792,0.3622,0.0798
0.6,0.3,5,Benchmark,hist-MVO (LB=252),11.32,0.6725,2.77,33.63,36.71,0.3366,0.2261,0.4886,0.2701
0.6,0.3,5,Benchmark,GMV (LB=504),6.38,0.4371,2.61,36.15,39.31,0.1764,0.1838,0.2967,0.0531
0.6,0.3,5,Benchmark,hist-MVO (LB=504),7.63,0.4887,2.76,33.62,36.45,0.227,0.1979,0.4077,0.1495
0.6,0.3,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",3.77,0.2949,2.67,35.79,38.7,0.1054,0.3982,0.6,0.4808
0.6,0.3,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",9.13,0.5749,2.59,36.25,39.03,0.252,0.417,0.6,0.4233
0.6,0.3,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",6.24,0.421,2.66,36.14,38.91,0.1727,0.4757,0.6,0.5328
0.6,0.3,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",5.33,0.3735,2.6,37.7,40.6,0.1413,0.5066,0.6,0.3924
0.6,0.3,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",6.88,0.4596,2.59,35.22,37.91,0.1953,0.3578,0.6,0.4778
0.6,0.3,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",9.32,0.5805,2.56,36.41,39.42,0.2558,0.4405,0.6,0.4727
0.6,0.3,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",7.27,0.475,2.6,36.19,38.94,0.201,0.4613,0.6,0.4758
0.6,0.3,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",6.93,0.4672,2.59,31.81,34.56,0.2178,0.505,0.6,0.4267
0.6,0.3,10,DFL-MVO,DFL-MVO (LB=252),11.85,0.6899,2.64,35.23,37.89,0.3364,0.52,0.6,0.2473
0.6,0.3,10,DFL-MVO,DFL-MVO (LB=504),5.19,0.3771,2.58,34.76,38.56,0.1494,0.52,0.6,0.338
0.6,0.3,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",4.11,0.2852,3.64,64.84,83.83,0.0634,0.5111,0.6,0.0835
0.6,0.3,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",7.62,0.4083,3.76,65.0,83.86,0.1172,0.4966,0.6,0.0805
0.6,0.3,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",3.07,0.2461,3.64,64.82,83.45,0.0473,0.4924,0.6,0.0848
0.6,0.3,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",5.35,0.3281,3.78,65.35,84.52,0.0818,0.5008,0.6,0.0882
0.6,0.3,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",11.71,0.5416,3.77,63.83,80.98,0.1834,0.5056,0.6,0.1027
0.6,0.3,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",8.09,0.4197,3.87,63.83,80.98,0.1268,0.4853,0.6,0.1025
0.6,0.3,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",6.56,0.3687,3.81,64.04,81.2,0.1024,0.4483,0.6,0.1047
0.6,0.3,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",8.2,0.4271,3.74,63.83,80.98,0.1285,0.4734,0.6,0.0996
0.6,0.3,10,PTO-MVO,PTO-MVO (LB=252),7.41,0.4975,2.57,36.03,39.19,0.2058,0.1865,0.3826,0.0803
0.6,0.3,10,PTO-MVO,PTO-MVO (LB=504),5.65,0.3965,2.63,37.4,40.7,0.1512,0.186,0.3098,0.0546
0.6,0.3,10,Benchmark,EW,11.85,0.6522,3.02,38.73,42.74,0.306,0.1,0.1,0.0327
0.6,0.3,10,Benchmark,GMV (LB=252),7.81,0.5214,2.56,34.81,37.83,0.2244,0.1792,0.3622,0.0798
0.6,0.3,10,Benchmark,hist-MVO (LB=252),11.14,0.6638,2.77,33.64,36.72,0.3312,0.2261,0.4886,0.2701
0.6,0.3,10,Benchmark,GMV (LB=504),6.34,0.4353,2.61,36.15,39.31,0.1755,0.1838,0.2967,0.0531
0.6,0.3,10,Benchmark,hist-MVO (LB=504),7.54,0.4839,2.76,33.62,36.46,0.2241,0.1979,0.4077,0.1495
0.6,0.3,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",3.18,0.2634,2.68,35.83,38.74,0.0888,0.3982,0.6,0.4808
0.6,0.3,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",8.59,0.547,2.59,36.28,39.05,0.2367,0.417,0.6,0.4233
0.6,0.3,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",5.57,0.3866,2.67,36.19,38.96,0.1539,0.4757,0.6,0.5328
0.6,0.3,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",4.84,0.3483,2.6,37.77,40.67,0.1281,0.5066,0.6,0.3924
0.6,0.3,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",6.27,0.428,2.6,35.29,37.98,0.1778,0.3578,0.6,0.4778
0.6,0.3,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",8.7,0.5495,2.56,36.46,39.46,0.2387,0.4405,0.6,0.4727
0.6,0.3,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",6.67,0.4441,2.6,36.19,38.94,0.1843,0.4613,0.6,0.4758
0.6,0.3,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",6.39,0.4385,2.6,31.81,34.55,0.2008,0.505,0.6,0.4267
0.6,0.3,20,DFL-MVO,DFL-MVO (LB=252),11.52,0.6742,2.64,35.23,37.89,0.3271,0.52,0.6,0.2473
0.6,0.3,20,DFL-MVO,DFL-MVO (LB=504),4.77,0.3542,2.58,34.95,38.82,0.1366,0.52,0.6,0.338
0.6,0.3,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",4.01,0.2813,3.64,64.88,83.92,0.0618,0.5111,0.6,0.0835
0.6,0.3,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",7.52,0.4047,3.76,65.03,83.97,0.1156,0.4966,0.6,0.0805
0.6,0.3,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",2.96,0.2422,3.64,64.86,83.57,0.0457,0.4924,0.6,0.0848
0.6,0.3,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",5.24,0.3241,3.78,65.36,84.55,0.0801,0.5008,0.6,0.0882
0.6,0.3,20,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",11.57,0.5371,3.77,63.88,81.1,0.1811,0.5056,0.6,0.1027
0.6,0.3,20,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",7.96,0.4153,3.87,63.88,81.1,0.1246,0.4853,0.6,0.1025
0.6,0.3,20,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",6.42,0.3641,3.81,64.09,81.32,0.1002,0.4483,0.6,0.1047
0.6,0.3,20,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",8.08,0.4227,3.74,63.88,81.1,0.1264,0.4734,0.6,0.0996
0.6,0.3,20,PTO-MVO,PTO-MVO (LB=252),7.31,0.4921,2.57,36.04,39.2,0.2029,0.1865,0.3826,0.0803
0.6,0.3,20,PTO-MVO,PTO-MVO (LB=504),5.59,0.3929,2.63,37.4,40.71,0.1494,0.186,0.3098,0.0546
0.6,0.3,20,Benchmark,EW,11.81,0.6503,3.02,38.73,42.74,0.3049,0.1,0.1,0.0327
0.6,0.3,20,Benchmark,GMV (LB=252),7.71,0.5159,2.56,34.82,37.84,0.2214,0.1792,0.3622,0.0798
0.6,0.3,20,Benchmark,hist-MVO (LB=252),10.78,0.6465,2.77,33.66,36.75,0.3204,0.2261,0.4886,0.2701
0.6,0.3,20,Benchmark,GMV (LB=504),6.28,0.4318,2.61,36.16,39.32,0.1736,0.1838,0.2967,0.0531
0.6,0.3,20,Benchmark,hist-MVO (LB=504),7.34,0.4744,2.76,33.64,36.47,0.2183,0.1979,0.4077,0.1495
0.6,0.3,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",2.01,0.2004,2.68,35.92,38.82,0.0559,0.3982,0.6,0.4808
0.6,0.3,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",7.5,0.4911,2.59,36.33,39.11,0.2064,0.417,0.6,0.4233
0.6,0.3,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",4.24,0.3177,2.67,36.29,39.05,0.1168,0.4757,0.6,0.5328
0.6,0.3,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",3.86,0.2976,2.61,37.92,40.82,0.1018,0.5066,0.6,0.3924
0.6,0.3,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",5.07,0.3647,2.6,35.46,38.25,0.143,0.3578,0.6,0.4778
0.6,0.3,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",7.49,0.4875,2.56,36.55,39.54,0.2049,0.4405,0.6,0.4727
0.6,0.3,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",5.47,0.3821,2.6,36.19,38.94,0.1511,0.4613,0.6,0.4758
0.6,0.3,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",5.31,0.3809,2.6,31.81,34.54,0.1669,0.505,0.6,0.4267
0.6,0.3,40,DFL-MVO,DFL-MVO (LB=252),10.87,0.6428,2.64,35.23,37.89,0.3085,0.52,0.6,0.2473
0.6,0.3,40,DFL-MVO,DFL-MVO (LB=504),3.93,0.3081,2.59,35.68,40.05,0.1102,0.52,0.6,0.338
0.6,0.3,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",3.8,0.2736,3.64,64.94,84.1,0.0585,0.5111,0.6,0.0835
0.6,0.3,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",7.31,0.3976,3.76,65.11,84.19,0.1123,0.4966,0.6,0.0805
0.6,0.3,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",2.76,0.2345,3.64,64.95,83.81,0.0424,0.4924,0.6,0.0848
0.6,0.3,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",5.01,0.3163,3.78,65.38,84.61,0.0767,0.5008,0.6,0.0882
0.6,0.3,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",11.3,0.5281,3.77,63.96,81.35,0.1766,0.5056,0.6,0.1027
0.6,0.3,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",7.7,0.4064,3.87,63.96,81.35,0.1203,0.4853,0.6,0.1025
0.6,0.3,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",6.16,0.355,3.81,64.18,81.56,0.096,0.4483,0.6,0.1047
0.6,0.3,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",7.82,0.4139,3.74,63.96,81.35,0.1223,0.4734,0.6,0.0996
0.6,0.3,40,PTO-MVO,PTO-MVO (LB=252),7.11,0.4812,2.57,36.05,39.21,0.1971,0.1865,0.3826,0.0803
0.6,0.3,40,PTO-MVO,PTO-MVO (LB=504),5.45,0.3857,2.63,37.41,40.72,0.1457,0.186,0.3098,0.0546
0.6,0.3,40,Benchmark,EW,11.72,0.6465,3.02,38.74,42.75,0.3026,0.1,0.1,0.0327
0.6,0.3,40,Benchmark,GMV (LB=252),7.51,0.505,2.56,34.84,37.86,0.2155,0.1792,0.3622,0.0798
0.6,0.3,40,Benchmark,hist-MVO (LB=252),10.08,0.6118,2.77,33.71,36.79,0.2989,0.2261,0.4886,0.2701
0.6,0.3,40,Benchmark,GMV (LB=504),6.14,0.4247,2.61,36.17,39.33,0.1699,0.1838,0.2967,0.0531
0.6,0.3,40,Benchmark,hist-MVO (LB=504),6.96,0.4553,2.76,33.66,36.5,0.2069,0.1979,0.4077,0.1495
0.6,0.5,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",8.44,0.5433,2.61,37.13,40.62,0.2272,0.3558,0.6,0.581
0.6,0.5,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",7.5,0.4834,2.61,37.83,40.75,0.1982,0.4297,0.6,0.4851
0.6,0.5,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",7.2,0.4815,2.61,30.78,33.44,0.2341,0.4593,0.6,0.5326
0.6,0.5,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",10.53,0.6292,2.73,37.02,40.25,0.2843,0.4721,0.6,0.6418
0.6,0.5,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",9.27,0.6028,2.46,33.96,36.52,0.2729,0.3458,0.6,0.5455
0.6,0.5,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",10.54,0.6455,2.57,34.48,37.34,0.3056,0.4309,0.6,0.6196
0.6,0.5,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",13.96,0.8147,2.66,31.81,34.57,0.4389,0.4612,0.6,0.4485
0.6,0.5,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",12.0,0.7267,2.54,26.1,28.04,0.4596,0.4655,0.6,0.6459
0.6,0.5,0,DFL-MVO,DFL-MVO (LB=252),9.4,0.5658,2.74,32.53,34.96,0.2888,0.52,0.6,0.4701
0.6,0.5,0,DFL-MVO,DFL-MVO (LB=504),10.0,0.6421,2.48,29.55,31.74,0.3383,0.52,0.6,0.3891
0.6,0.5,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",4.21,0.289,3.64,64.81,83.75,0.065,0.5111,0.6,0.0835
0.6,0.5,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",7.72,0.4119,3.76,64.96,83.75,0.1189,0.4966,0.6,0.0805
0.6,0.5,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",3.17,0.2499,3.64,64.78,83.33,0.049,0.4924,0.6,0.0848
0.6,0.5,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",5.46,0.332,3.78,65.33,84.49,0.0835,0.5008,0.6,0.0882
0.6,0.5,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",11.84,0.546,3.77,63.79,80.85,0.1857,0.5056,0.6,0.1027
0.6,0.5,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",8.22,0.4241,3.87,63.79,80.85,0.1289,0.4853,0.6,0.1025
0.6,0.5,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",6.69,0.3732,3.81,64.0,81.08,0.1045,0.4483,0.6,0.1047
0.6,0.5,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",8.33,0.4315,3.74,63.79,80.85,0.1306,0.4734,0.6,0.0996
0.6,0.5,0,PTO-MVO,PTO-MVO (LB=252),7.52,0.503,2.57,36.02,39.18,0.2086,0.1865,0.3826,0.0803
0.6,0.5,0,PTO-MVO,PTO-MVO (LB=504),5.72,0.4001,2.63,37.39,40.7,0.153,0.186,0.3098,0.0546
0.6,0.5,0,Benchmark,EW,11.9,0.6541,3.02,38.73,42.74,0.3072,0.1,0.1,0.0327
0.6,0.5,0,Benchmark,GMV (LB=252),7.91,0.5268,2.56,34.8,37.82,0.2274,0.1792,0.3622,0.0798
0.6,0.5,0,Benchmark,hist-MVO (LB=252),11.5,0.6811,2.77,33.62,36.7,0.342,0.2261,0.4886,0.2701
0.6,0.5,0,Benchmark,GMV (LB=504),6.41,0.4388,2.61,36.15,39.31,0.1774,0.1838,0.2967,0.0531
0.6,0.5,0,Benchmark,hist-MVO (LB=504),7.73,0.4934,2.76,33.61,36.45,0.2299,0.1979,0.4077,0.1495
0.6,0.5,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",8.06,0.524,2.61,37.2,40.72,0.2167,0.3558,0.6,0.581
0.6,0.5,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",7.19,0.4679,2.61,37.83,40.75,0.19,0.4297,0.6,0.4851
0.6,0.5,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",6.87,0.4637,2.61,30.8,33.46,0.2229,0.4593,0.6,0.5326
0.6,0.5,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",10.11,0.6088,2.73,37.05,40.28,0.2728,0.4721,0.6,0.6418
0.6,0.5,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",8.91,0.5839,2.46,33.97,36.53,0.2624,0.3458,0.6,0.5455
0.6,0.5,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",10.13,0.6251,2.57,34.48,37.34,0.2938,0.4309,0.6,0.6196
0.6,0.5,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",13.66,0.7999,2.66,31.81,34.57,0.4294,0.4612,0.6,0.4485
0.6,0.5,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",11.57,0.705,2.54,26.13,28.07,0.4426,0.4655,0.6,0.6459
0.6,0.5,5,DFL-MVO,DFL-MVO (LB=252),9.09,0.5511,2.74,32.55,34.97,0.2793,0.52,0.6,0.4701
0.6,0.5,5,DFL-MVO,DFL-MVO (LB=504),9.74,0.6286,2.49,29.57,31.75,0.3296,0.52,0.6,0.3891
0.6,0.5,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",4.16,0.2871,3.64,64.83,83.79,0.0642,0.5111,0.6,0.0835
0.6,0.5,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",7.67,0.4101,3.76,64.98,83.8,0.1181,0.4966,0.6,0.0805
0.6,0.5,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",3.12,0.248,3.64,64.8,83.39,0.0481,0.4924,0.6,0.0848
0.6,0.5,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",5.4,0.33,3.78,65.34,84.5,0.0827,0.5008,0.6,0.0882
0.6,0.5,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",11.78,0.5438,3.77,63.81,80.92,0.1845,0.5056,0.6,0.1027
0.6,0.5,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",8.16,0.4219,3.87,63.81,80.92,0.1278,0.4853,0.6,0.1025
0.6,0.5,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",6.62,0.371,3.81,64.02,81.14,0.1034,0.4483,0.6,0.1047
0.6,0.5,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",8.27,0.4293,3.74,63.81,80.92,0.1296,0.4734,0.6,0.0996
0.6,0.5,5,PTO-MVO,PTO-MVO (LB=252),7.47,0.5003,2.57,36.03,39.19,0.2072,0.1865,0.3826,0.0803
0.6,0.5,5,PTO-MVO,PTO-MVO (LB=504),5.69,0.3983,2.63,37.39,40.7,0.1521,0.186,0.3098,0.0546
0.6,0.5,5,Benchmark,EW,11.87,0.6531,3.02,38.73,42.74,0.3066,0.1,0.1,0.0327
0.6,0.5,5,Benchmark,GMV (LB=252),7.86,0.5241,2.56,34.81,37.83,0.2259,0.1792,0.3622,0.0798
0.6,0.5,5,Benchmark,hist-MVO (LB=252),11.32,0.6725,2.77,33.63,36.71,0.3366,0.2261,0.4886,0.2701
