x_max,lam,tc_bps,group,label,Ann.Ret(%),Sharpe,CVaR(5%)(%),MDD(%),MDD_abs(%),Calmar,HHI,MaxW,Turnover
0.2,1.0,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",6.26,0.3869,3.32,42.22,46.86,0.1483,0.1954,0.2,0.1897
0.2,1.0,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",9.8,0.5741,2.88,37.89,41.53,0.2587,0.1959,0.2,0.2728
0.2,1.0,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",8.03,0.4948,2.83,42.73,48.27,0.188,0.1805,0.2,0.286
0.2,1.0,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",9.49,0.5775,2.75,37.81,41.5,0.251,0.1825,0.2,0.269
0.2,1.0,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",10.34,0.6048,2.78,30.86,33.42,0.335,0.1918,0.2,0.2678
0.2,1.0,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",14.38,0.7675,2.96,33.05,36.27,0.4351,0.1965,0.2,0.3183
0.2,1.0,40,DFL-MVO,DFL-MVO (LB=252),7.73,0.4531,3.21,40.89,45.13,0.1889,0.2,0.2,0.2561
0.2,1.0,40,DFL-MVO,DFL-MVO (LB=504),12.98,0.7197,2.91,36.13,40.17,0.3592,0.2,0.2,0.2477
0.2,1.0,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",9.72,0.5662,2.85,42.29,47.11,0.2299,0.2,0.2,0.0464
0.2,1.0,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",9.95,0.5767,2.86,42.29,47.11,0.2353,0.2,0.2,0.0463
0.2,1.0,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",9.9,0.5746,2.85,42.29,47.11,0.2341,0.1987,0.2,0.0468
0.2,1.0,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",9.88,0.5742,2.85,42.29,47.11,0.2337,0.1981,0.2,0.0513
0.2,1.0,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",10.5,0.5873,2.99,42.71,47.56,0.2457,0.1952,0.2,0.055
0.2,1.0,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",9.4,0.5401,2.93,43.08,47.96,0.2182,0.1973,0.2,0.0638
0.2,1.0,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",9.72,0.5537,2.95,43.08,47.96,0.2256,0.1921,0.2,0.0648
0.2,1.0,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",9.81,0.56,2.92,43.08,47.96,0.2276,0.1965,0.2,0.0636
0.2,1.0,40,PTO-MVO,PTO-MVO (LB=252),7.26,0.4863,2.61,35.65,38.8,0.2037,0.1522,0.2,0.0683
0.2,1.0,40,PTO-MVO,PTO-MVO (LB=504),5.89,0.4095,2.64,36.91,40.22,0.1595,0.1571,0.2,0.0471
0.2,1.0,40,Benchmark,EW,11.72,0.6465,3.02,38.74,42.75,0.3026,0.1,0.1,0.0327
0.2,1.0,40,Benchmark,GMV (LB=252),7.69,0.5117,2.59,34.51,37.52,0.2227,0.1502,0.2,0.0674
0.2,1.0,40,Benchmark,hist-MVO (LB=252),10.81,0.6511,2.74,32.87,35.91,0.329,0.1628,0.2,0.2067
0.2,1.0,40,Benchmark,GMV (LB=504),6.63,0.4512,2.62,35.61,38.78,0.1863,0.1553,0.2,0.0456
0.2,1.0,40,Benchmark,hist-MVO (LB=504),8.26,0.5239,2.74,32.09,34.85,0.2574,0.1607,0.2,0.1203
0.3,0.3,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",9.05,0.5869,2.5,32.77,35.36,0.2763,0.2651,0.3,0.2727
0.3,0.3,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",9.53,0.589,2.66,37.32,40.63,0.2554,0.2689,0.3,0.3243
0.3,0.3,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",6.79,0.4523,2.66,34.21,37.26,0.1984,0.2744,0.3,0.3742
0.3,0.3,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",10.27,0.6351,2.58,36.11,39.88,0.2843,0.2795,0.3,0.2287
0.3,0.3,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",8.76,0.5651,2.59,32.53,34.96,0.2692,0.2598,0.3,0.3206
0.3,0.3,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",7.86,0.5187,2.55,33.76,36.59,0.233,0.272,0.3,0.3627
0.3,0.3,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",10.48,0.659,2.47,34.44,37.18,0.3043,0.2732,0.3,0.2799
0.3,0.3,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",8.83,0.5741,2.52,33.13,35.68,0.2666,0.2794,0.3,0.2497
0.3,0.3,0,DFL-MVO,DFL-MVO (LB=252),10.97,0.6669,2.6,35.87,38.91,0.3058,0.28,0.3,0.1726
0.3,0.3,0,DFL-MVO,DFL-MVO (LB=504),10.41,0.6249,2.74,35.84,39.15,0.2905,0.28,0.3,0.3142
0.3,0.3,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",7.32,0.4331,3.14,49.95,58.12,0.1466,0.2788,0.3,0.0618
0.3,0.3,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",8.94,0.5028,3.1,49.95,58.13,0.179,0.2787,0.3,0.0574
0.3,0.3,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",8.67,0.4899,3.12,49.95,58.12,0.1735,0.2766,0.3,0.0631
0.3,0.3,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",8.87,0.5005,3.1,49.95,58.12,0.1775,0.2774,0.3,0.0609
0.3,0.3,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",10.95,0.5716,3.18,50.36,57.92,0.2174,0.2736,0.3,0.0677
0.3,0.3,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",10.99,0.574,3.17,50.15,57.53,0.219,0.2758,0.3,0.0739
0.3,0.3,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",10.29,0.5454,3.16,50.3,57.82,0.2046,0.274,0.3,0.0733
0.3,0.3,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",10.37,0.5496,3.17,50.15,57.53,0.2067,0.2738,0.3,0.072
0.3,0.3,0,PTO-MVO,PTO-MVO (LB=252),7.54,0.5038,2.57,36.02,39.18,0.2092,0.1828,0.3,0.0781
0.3,0.3,0,PTO-MVO,PTO-MVO (LB=504),5.73,0.4005,2.63,37.39,40.7,0.1533,0.1857,0.3,0.0544
0.3,0.3,0,Benchmark,EW,11.9,0.6541,3.02,38.73,42.74,0.3072,0.1,0.1,0.0327
0.3,0.3,0,Benchmark,GMV (LB=252),7.93,0.5278,2.56,34.8,37.82,0.228,0.1772,0.3,0.0781
0.3,0.3,0,Benchmark,hist-MVO (LB=252),11.9,0.7015,2.76,33.65,36.75,0.3538,0.2023,0.3,0.2447
0.3,0.3,0,Benchmark,GMV (LB=504),6.41,0.4389,2.61,36.14,39.3,0.1774,0.1837,0.2961,0.0531
0.3,0.3,0,Benchmark,hist-MVO (LB=504),7.9,0.505,2.74,32.87,35.67,0.2404,0.1947,0.3,0.1435
0.3,0.3,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",8.88,0.5776,2.5,32.79,35.38,0.2708,0.2651,0.3,0.2727
0.3,0.3,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",9.32,0.5785,2.66,37.34,40.65,0.2496,0.2689,0.3,0.3243
0.3,0.3,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",6.55,0.4401,2.66,34.22,37.27,0.1914,0.2744,0.3,0.3742
0.3,0.3,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",10.12,0.6275,2.58,36.13,39.9,0.28,0.2795,0.3,0.2287
0.3,0.3,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",8.55,0.5542,2.59,32.53,34.96,0.2628,0.2598,0.3,0.3206
0.3,0.3,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",7.63,0.5065,2.55,33.76,36.59,0.2261,0.272,0.3,0.3627
0.3,0.3,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",10.3,0.6494,2.47,34.45,37.19,0.2989,0.2732,0.3,0.2799
0.3,0.3,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",8.67,0.5655,2.53,33.13,35.68,0.2617,0.2794,0.3,0.2497
0.3,0.3,5,DFL-MVO,DFL-MVO (LB=252),10.86,0.6612,2.6,35.87,38.91,0.3026,0.28,0.3,0.1726
0.3,0.3,5,DFL-MVO,DFL-MVO (LB=504),10.21,0.6149,2.74,35.85,39.16,0.2847,0.28,0.3,0.3142
0.3,0.3,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",7.29,0.4314,3.14,49.96,58.14,0.1458,0.2788,0.3,0.0618
0.3,0.3,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",8.9,0.5012,3.1,49.96,58.14,0.1782,0.2787,0.3,0.0574
0.3,0.3,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",8.63,0.4882,3.12,49.96,58.14,0.1727,0.2766,0.3,0.0631
0.3,0.3,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",8.83,0.4989,3.1,49.96,58.14,0.1767,0.2774,0.3,0.0609
0.3,0.3,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",10.9,0.5698,3.18,50.37,57.94,0.2164,0.2736,0.3,0.0677
0.3,0.3,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",10.94,0.572,3.17,50.16,57.53,0.2181,0.2758,0.3,0.0739
0.3,0.3,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",10.25,0.5435,3.16,50.31,57.83,0.2036,0.274,0.3,0.0733
0.3,0.3,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",10.32,0.5477,3.17,50.16,57.53,0.2057,0.2738,0.3,0.072
0.3,0.3,5,PTO-MVO,PTO-MVO (LB=252),7.49,0.5012,2.57,36.03,39.19,0.2078,0.1828,0.3,0.0781
0.3,0.3,5,PTO-MVO,PTO-MVO (LB=504),5.7,0.3988,2.63,37.39,40.7,0.1524,0.1857,0.3,0.0544
0.3,0.3,5,Benchmark,EW,11.87,0.6531,3.02,38.73,42.74,0.3066,0.1,0.1,0.0327
0.3,0.3,5,Benchmark,GMV (LB=252),7.88,0.5251,2.56,34.8,37.82,0.2265,0.1772,0.3,0.0781
0.3,0.3,5,Benchmark,hist-MVO (LB=252),11.74,0.6937,2.76,33.66,36.76,0.3488,0.2023,0.3,0.2447
0.3,0.3,5,Benchmark,GMV (LB=504),6.38,0.4371,2.61,36.14,39.3,0.1765,0.1837,0.2961,0.0531
0.3,0.3,5,Benchmark,hist-MVO (LB=504),7.81,0.5004,2.74,32.87,35.68,0.2375,0.1947,0.3,0.1435
0.3,0.3,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",8.7,0.5683,2.5,32.8,35.39,0.2653,0.2651,0.3,0.2727
0.3,0.3,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",9.11,0.5681,2.66,37.36,40.67,0.2439,0.2689,0.3,0.3243
0.3,0.3,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",6.31,0.4279,2.66,34.24,37.28,0.1844,0.2744,0.3,0.3742
0.3,0.3,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",9.97,0.62,2.58,36.15,39.92,0.2757,0.2795,0.3,0.2287
0.3,0.3,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",8.34,0.5434,2.59,32.53,34.96,0.2565,0.2598,0.3,0.3206
0.3,0.3,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",7.4,0.4942,2.55,33.76,36.59,0.2192,0.272,0.3,0.3627
0.3,0.3,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",10.11,0.6399,2.47,34.46,37.2,0.2935,0.2732,0.3,0.2799
0.3,0.3,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",8.51,0.557,2.53,33.13,35.68,0.2568,0.2794,0.3,0.2497
0.3,0.3,10,DFL-MVO,DFL-MVO (LB=252),10.74,0.6556,2.6,35.87,38.91,0.2994,0.28,0.3,0.1726
0.3,0.3,10,DFL-MVO,DFL-MVO (LB=504),10.0,0.6049,2.74,35.86,39.16,0.2789,0.28,0.3,0.3142
0.3,0.3,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",7.25,0.4298,3.14,49.97,58.16,0.145,0.2788,0.3,0.0618
0.3,0.3,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",8.86,0.4997,3.1,49.97,58.16,0.1774,0.2787,0.3,0.0574
0.3,0.3,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",8.58,0.4864,3.12,49.97,58.16,0.1718,0.2766,0.3,0.0631
0.3,0.3,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",8.79,0.4972,3.1,49.97,58.16,0.1759,0.2774,0.3,0.0609
0.3,0.3,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",10.86,0.568,3.18,50.37,57.95,0.2155,0.2736,0.3,0.0677
0.3,0.3,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",10.89,0.5701,3.17,50.16,57.54,0.2171,0.2758,0.3,0.0739
0.3,0.3,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",10.2,0.5416,3.16,50.32,57.84,0.2027,0.274,0.3,0.0733
0.3,0.3,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",10.27,0.5458,3.17,50.16,57.54,0.2048,0.2738,0.3,0.072
0.3,0.3,10,PTO-MVO,PTO-MVO (LB=252),7.44,0.4985,2.57,36.03,39.19,0.2064,0.1828,0.3,0.0781
0.3,0.3,10,PTO-MVO,PTO-MVO (LB=504),5.66,0.397,2.63,37.4,40.7,0.1514,0.1857,0.3,0.0544
0.3,0.3,10,Benchmark,EW,11.85,0.6522,3.02,38.73,42.74,0.306,0.1,0.1,0.0327
0.3,0.3,10,Benchmark,GMV (LB=252),7.83,0.5225,2.56,34.81,37.83,0.2251,0.1772,0.3,0.0781
0.3,0.3,10,Benchmark,hist-MVO (LB=252),11.58,0.6858,2.76,33.67,36.77,0.3439,0.2023,0.3,0.2447
0.3,0.3,10,Benchmark,GMV (LB=504),6.35,0.4354,2.61,36.14,39.3,0.1756,0.1837,0.2961,0.0531
0.3,0.3,10,Benchmark,hist-MVO (LB=504),7.72,0.4958,2.74,32.88,35.68,0.2347,0.1947,0.3,0.1435
0.3,0.3,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",8.35,0.5496,2.5,32.83,35.42,0.2543,0.2651,0.3,0.2727
0.3,0.3,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",8.69,0.5471,2.66,37.39,40.7,0.2324,0.2689,0.3,0.3243
0.3,0.3,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",5.84,0.4034,2.66,34.37,37.47,0.1699,0.2744,0.3,0.3742
0.3,0.3,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",9.67,0.6049,2.59,36.19,39.96,0.2672,0.2795,0.3,0.2287
0.3,0.3,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",7.93,0.5217,2.59,32.53,34.96,0.2438,0.2598,0.3,0.3206
0.3,0.3,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",6.94,0.4697,2.56,33.76,36.59,0.2055,0.272,0.3,0.3627
0.3,0.3,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",9.75,0.6208,2.47,34.47,37.22,0.2828,0.2732,0.3,0.2799
0.3,0.3,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",8.19,0.54,2.53,33.13,35.68,0.2471,0.2794,0.3,0.2497
0.3,0.3,20,DFL-MVO,DFL-MVO (LB=252),10.51,0.6442,2.6,35.87,38.91,0.2931,0.28,0.3,0.1726
0.3,0.3,20,DFL-MVO,DFL-MVO (LB=504),9.59,0.5849,2.74,35.87,39.18,0.2674,0.28,0.3,0.3142
0.3,0.3,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",7.17,0.4264,3.14,49.98,58.19,0.1434,0.2788,0.3,0.0618
0.3,0.3,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",8.79,0.4965,3.1,49.98,58.19,0.1759,0.2787,0.3,0.0574
0.3,0.3,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",8.5,0.483,3.12,49.98,58.19,0.1701,0.2766,0.3,0.0631
0.3,0.3,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",8.71,0.4939,3.1,49.98,58.19,0.1743,0.2774,0.3,0.0609
0.3,0.3,20,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",10.77,0.5645,3.18,50.39,57.98,0.2137,0.2736,0.3,0.0677
0.3,0.3,20,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",10.79,0.5662,3.17,50.17,57.55,0.2151,0.2758,0.3,0.0739
0.3,0.3,20,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",10.1,0.5377,3.16,50.33,57.87,0.2007,0.274,0.3,0.0733
0.3,0.3,20,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",10.18,0.542,3.17,50.17,57.55,0.2029,0.2738,0.3,0.072
0.3,0.3,20,PTO-MVO,PTO-MVO (LB=252),7.34,0.4933,2.57,36.04,39.2,0.2036,0.1828,0.3,0.0781
0.3,0.3,20,PTO-MVO,PTO-MVO (LB=504),5.6,0.3934,2.63,37.4,40.71,0.1496,0.1857,0.3,0.0544
0.3,0.3,20,Benchmark,EW,11.81,0.6503,3.02,38.73,42.74,0.3049,0.1,0.1,0.0327
0.3,0.3,20,Benchmark,GMV (LB=252),7.73,0.5171,2.56,34.82,37.84,0.2221,0.1772,0.3,0.0781
0.3,0.3,20,Benchmark,hist-MVO (LB=252),11.25,0.6701,2.76,33.69,36.79,0.3341,0.2023,0.3,0.2447
0.3,0.3,20,Benchmark,GMV (LB=504),6.28,0.4318,2.61,36.15,39.31,0.1737,0.1837,0.2961,0.0531
0.3,0.3,20,Benchmark,hist-MVO (LB=504),7.53,0.4866,2.74,32.89,35.69,0.229,0.1947,0.3,0.1435
0.3,0.3,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",7.65,0.5122,2.5,32.9,35.48,0.2326,0.2651,0.3,0.2727
0.3,0.3,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",7.86,0.505,2.66,37.47,40.78,0.2097,0.2689,0.3,0.3243
0.3,0.3,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",4.9,0.3544,2.67,34.73,37.99,0.1412,0.2744,0.3,0.3742
0.3,0.3,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",9.07,0.5746,2.59,36.27,40.03,0.2502,0.2795,0.3,0.2287
0.3,0.3,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",7.11,0.4783,2.59,32.53,34.95,0.2186,0.2598,0.3,0.3206
0.3,0.3,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",6.02,0.4206,2.56,33.76,36.59,0.1783,0.272,0.3,0.3627
0.3,0.3,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",9.02,0.5826,2.47,34.5,37.25,0.2614,0.2732,0.3,0.2799
0.3,0.3,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",7.55,0.5058,2.53,33.13,35.68,0.2278,0.2794,0.3,0.2497
0.3,0.3,40,DFL-MVO,DFL-MVO (LB=252),10.06,0.6214,2.6,35.87,38.91,0.2805,0.28,0.3,0.1726
0.3,0.3,40,DFL-MVO,DFL-MVO (LB=504),8.78,0.5447,2.74,35.9,39.2,0.2445,0.28,0.3,0.3142
0.3,0.3,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",7.01,0.4197,3.14,50.02,58.25,0.1402,0.2788,0.3,0.0618
0.3,0.3,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",8.64,0.4902,3.1,50.02,58.25,0.1728,0.2787,0.3,0.0574
0.3,0.3,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",8.34,0.4761,3.12,50.02,58.25,0.1668,0.2766,0.3,0.0631
0.3,0.3,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",8.55,0.4872,3.1,50.02,58.25,0.171,0.2774,0.3,0.0609
0.3,0.3,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",10.59,0.5574,3.18,50.42,58.03,0.21,0.2736,0.3,0.0677
0.3,0.3,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",10.6,0.5584,3.17,50.18,57.58,0.2112,0.2758,0.3,0.0739
0.3,0.3,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",9.91,0.53,3.16,50.35,57.91,0.1968,0.274,0.3,0.0733
0.3,0.3,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",9.99,0.5344,3.17,50.18,57.58,0.199,0.2738,0.3,0.072
0.3,0.3,40,PTO-MVO,PTO-MVO (LB=252),7.14,0.4827,2.57,36.05,39.21,0.198,0.1828,0.3,0.0781
0.3,0.3,40,PTO-MVO,PTO-MVO (LB=504),5.46,0.3862,2.63,37.41,40.72,0.1459,0.1857,0.3,0.0544
0.3,0.3,40,Benchmark,EW,11.72,0.6465,3.02,38.74,42.75,0.3026,0.1,0.1,0.0327
0.3,0.3,40,Benchmark,GMV (LB=252),7.53,0.5065,2.56,34.83,37.85,0.2163,0.1772,0.3,0.0781
0.3,0.3,40,Benchmark,hist-MVO (LB=252),10.61,0.6386,2.76,33.73,36.83,0.3145,0.2023,0.3,0.2447
0.3,0.3,40,Benchmark,GMV (LB=504),6.14,0.4248,2.61,36.16,39.32,0.1699,0.1837,0.2961,0.0531
0.3,0.3,40,Benchmark,hist-MVO (LB=504),7.17,0.4681,2.74,32.91,35.72,0.2178,0.1947,0.3,0.1435
0.3,0.5,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",9.36,0.6024,2.54,33.61,36.55,0.2784,0.2605,0.3,0.3041
0.3,0.5,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",8.76,0.5602,2.59,34.14,36.91,0.2566,0.2675,0.3,0.2979
0.3,0.5,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",8.83,0.5655,2.62,30.72,33.11,0.2875,0.2736,0.3,0.2892
0.3,0.5,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",7.4,0.4791,2.67,37.49,40.62,0.1975,0.2788,0.3,0.2442
0.3,0.5,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",9.33,0.5873,2.62,34.41,37.83,0.2711,0.2515,0.3,0.3566
0.3,0.5,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",9.89,0.6233,2.51,33.76,36.59,0.2931,0.2677,0.3,0.3583
0.3,0.5,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",13.71,0.8152,2.53,35.26,38.09,0.3888,0.2742,0.3,0.3527
0.3,0.5,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",10.71,0.6733,2.57,30.2,32.74,0.3547,0.2768,0.3,0.2784
0.3,0.5,0,DFL-MVO,DFL-MVO (LB=252),9.49,0.5888,2.66,31.49,33.99,0.3012,0.28,0.3,0.2985
0.3,0.5,0,DFL-MVO,DFL-MVO (LB=504),11.27,0.6551,2.75,35.01,37.97,0.3219,0.28,0.3,0.2746
0.3,0.5,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",7.32,0.4331,3.14,49.95,58.12,0.1466,0.2788,0.3,0.0618
0.3,0.5,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",8.94,0.5028,3.1,49.95,58.13,0.179,0.2787,0.3,0.0574
0.3,0.5,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",8.67,0.4899,3.12,49.95,58.12,0.1735,0.2766,0.3,0.0631
0.3,0.5,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",8.87,0.5005,3.1,49.95,58.12,0.1775,0.2774,0.3,0.0609
0.3,0.5,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",10.95,0.5716,3.18,50.36,57.92,0.2174,0.2736,0.3,0.0677
0.3,0.5,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",10.99,0.574,3.17,50.15,57.53,0.219,0.2758,0.3,0.0739
0.3,0.5,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",10.29,0.5454,3.16,50.3,57.82,0.2046,0.274,0.3,0.0733
0.3,0.5,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",10.37,0.5496,3.17,50.15,57.53,0.2067,0.2738,0.3,0.072
0.3,0.5,0,PTO-MVO,PTO-MVO (LB=252),7.54,0.5038,2.57,36.02,39.18,0.2092,0.1828,0.3,0.0781
0.3,0.5,0,PTO-MVO,PTO-MVO (LB=504),5.73,0.4005,2.63,37.39,40.7,0.1533,0.1857,0.3,0.0544
0.3,0.5,0,Benchmark,EW,11.9,0.6541,3.02,38.73,42.74,0.3072,0.1,0.1,0.0327
0.3,0.5,0,Benchmark,GMV (LB=252),7.93,0.5278,2.56,34.8,37.82,0.228,0.1772,0.3,0.0781
0.3,0.5,0,Benchmark,hist-MVO (LB=252),11.9,0.7015,2.76,33.65,36.75,0.3538,0.2023,0.3,0.2447
0.3,0.5,0,Benchmark,GMV (LB=504),6.41,0.4389,2.61,36.14,39.3,0.1774,0.1837,0.2961,0.0531
0.3,0.5,0,Benchmark,hist-MVO (LB=504),7.9,0.505,2.74,32.87,35.67,0.2404,0.1947,0.3,0.1435
0.3,0.5,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",9.16,0.592,2.54,33.62,36.56,0.2724,0.2605,0.3,0.3041
0.3,0.5,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",8.57,0.5502,2.59,34.14,36.91,0.251,0.2675,0.3,0.2979
0.3,0.5,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",8.65,0.5559,2.62,30.72,33.11,0.2815,0.2736,0.3,0.2892
0.3,0.5,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",7.25,0.4712,2.68,37.5,40.64,0.1933,0.2788,0.3,0.2442
0.3,0.5,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",9.1,0.5755,2.62,34.49,37.94,0.2638,0.2515,0.3,0.3566
0.3,0.5,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",9.66,0.6113,2.51,33.76,36.59,0.2862,0.2677,0.3,0.3583
0.3,0.5,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",13.47,0.8034,2.53,35.26,38.09,0.382,0.2742,0.3,0.3527
0.3,0.5,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",10.53,0.6637,2.57,30.2,32.74,0.3486,0.2768,0.3,0.2784
0.3,0.5,5,DFL-MVO,DFL-MVO (LB=252),9.29,0.5791,2.66,31.49,33.99,0.295,0.28,0.3,0.2985
0.3,0.5,5,DFL-MVO,DFL-MVO (LB=504),11.09,0.6464,2.75,35.02,37.97,0.3167,0.28,0.3,0.2746
0.3,0.5,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",7.29,0.4314,3.14,49.96,58.14,0.1458,0.2788,0.3,0.0618
