N,H,n1,mean_M_real,median_M_real,p90_M_real,violation_rate,windows
10,126,0.1,0.03837443527764334,0.026716952212154865,0.07446309477090836,0.04920212765957447,752
10,126,0.2,0.03955392827412381,0.027428598143160343,0.07485469207167625,0.010638297872340425,752
10,126,0.3,0.04100504098676809,0.029671906493604183,0.08043126836419104,0.005319148936170213,752
10,126,0.4,0.04206488099341786,0.02851970214396715,0.08551739156246185,0.0,752
10,252,0.1,0.03833855747983887,0.026353235356509686,0.07445449009537697,0.05459770114942529,696
10,252,0.2,0.039333197337390595,0.02654880750924349,0.07632390409708023,0.011494252873563218,696
10,252,0.3,0.03962714130014727,0.028097884729504585,0.0737910158932209,0.007183908045977011,696
10,252,0.4,0.04020598613598181,0.028662793338298798,0.073391143232584,0.0,696
