date_idx,date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other
4528,2018-01-02,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4549,2018-02-01,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4570,2018-03-05,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4591,2018-04-04,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4612,2018-05-03,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4633,2018-06-04,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4654,2018-07-03,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4675,2018-08-02,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4696,2018-08-31,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4717,2018-10-02,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4738,2018-10-31,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4759,2018-11-30,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4779,2019-01-02,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4800,2019-02-01,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4821,2019-03-05,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4842,2019-04-03,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4863,2019-05-03,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4884,2019-06-04,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4905,2019-07-03,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4926,2019-08-02,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4947,2019-09-03,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4968,2019-10-02,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4989,2019-10-31,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5010,2019-12-02,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5031,2020-01-02,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5031,2020-01-02,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5052,2020-02-03,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5073,2020-03-04,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5094,2020-04-02,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5115,2020-05-04,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5136,2020-06-03,0.000000,0.000000,0.015638,0.984362,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5157,2020-07-02,0.000000,0.000000,0.103243,0.896757,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5178,2020-08-03,0.000000,0.000000,0.153725,0.846275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5199,2020-09-01,0.000000,0.000000,0.163211,0.836789,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5220,2020-10-01,0.000000,0.000000,0.174015,0.825985,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5241,2020-10-30,0.000000,0.000000,0.207413,0.792587,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5262,2020-12-01,0.000000,0.000000,0.351771,0.648229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5283,2020-12-31,0.000000,0.000000,0.377403,0.622597,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5284,2021-01-04,0.946569,0.000000,0.000000,0.053431,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5305,2021-02-03,0.946196,0.000000,0.000000,0.053804,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5326,2021-03-05,0.945831,0.000000,0.000000,0.054169,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5347,2021-04-06,0.820022,0.000000,0.000000,0.179978,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5368,2021-05-05,0.790553,0.000000,0.000000,0.209447,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5389,2021-06-04,0.766857,0.000000,0.000000,0.233143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5410,2021-07-06,0.722108,0.000000,0.000000,0.277892,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5431,2021-08-04,0.713110,0.000000,0.000000,0.286890,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5452,2021-09-02,0.714851,0.000000,0.000000,0.285149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5473,2021-10-04,0.714223,0.000000,0.000000,0.285777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5494,2021-11-02,0.699014,0.000000,0.000000,0.300986,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5515,2021-12-02,0.618045,0.000000,0.000000,0.381955,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5536,2022-01-03,0.602116,0.000000,0.000000,0.397884,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5536,2022-01-03,0.408097,0.000000,0.000000,0.591903,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5557,2022-02-02,0.395814,0.000000,0.000000,0.604186,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5578,2022-03-04,0.364344,0.000000,0.000000,0.635656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5599,2022-04-04,0.365794,0.000000,0.000000,0.634206,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5620,2022-05-04,0.374807,0.000000,0.000000,0.625193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5641,2022-06-03,0.389006,0.000000,0.000000,0.610994,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5662,2022-07-06,0.449157,0.000000,0.000000,0.550843,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5683,2022-08-04,0.454029,0.000000,0.000000,0.545971,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5704,2022-09-02,0.454973,0.000000,0.000000,0.545027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5725,2022-10-04,0.469803,0.000000,0.000000,0.530197,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5746,2022-11-02,0.473361,0.000000,0.000000,0.526639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5767,2022-12-02,0.473156,0.000000,0.000000,0.526844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5787,2023-01-03,0.569203,0.000000,0.430797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5808,2023-02-02,0.568044,0.000000,0.431956,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5829,2023-03-06,0.558926,0.000000,0.441074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5850,2023-04-04,0.569631,0.000000,0.430369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5871,2023-05-04,0.573430,0.000000,0.426570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5892,2023-06-05,0.576106,0.000000,0.423894,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5913,2023-07-06,0.551092,0.000000,0.448908,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5934,2023-08-04,0.536690,0.000000,0.463310,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5955,2023-09-05,0.517357,0.000000,0.482643,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
